# t theta omega E_kin E_pot E_tot
9.45000 -0.44027 0.79441 0.31554 0.93551 1.25106
9.46000 -0.43217 0.82505 0.34036 0.90195 1.24231
9.47000 -0.42377 0.85494 0.36546 0.86775 1.23321
9.48000 -0.41508 0.88403 0.39076 0.83301 1.22377
9.49000 -0.40609 0.91231 0.41616 0.79784 1.21399
9.50000 -0.39683 0.93975 0.44156 0.76234 1.20390
9.51000 -0.38730 0.96631 0.46688 0.72661 1.19349
9.52000 -0.37751 0.99198 0.49201 0.69076 1.18278
9.53000 -0.36746 1.01673 0.51687 0.65491 1.17178
9.54000 -0.35718 1.04054 0.54136 0.61914 1.16049
9.55000 -0.34666 1.06337 0.56538 0.58356 1.14894
9.56000 -0.33591 1.08522 0.58885 0.54829 1.13713
9.57000 -0.32496 1.10605 0.61167 0.51341 1.12508
9.58000 -0.31380 1.12585 0.63377 0.47904 1.11280
9.59000 -0.30244 1.14459 0.65505 0.44526 1.10031
9.60000 -0.29091 1.16227 0.67543 0.41218 1.08761
9.61000 -0.27920 1.17884 0.69484 0.37988 1.07472
9.62000 -0.26733 1.19431 0.71319 0.34847 1.06166
9.63000 -0.25532 1.20866 0.73043 0.31801 1.04844
9.64000 -0.24317 1.22186 0.74647 0.28860 1.03508
9.65000 -0.23089 1.23391 0.76127 0.26032 1.02159
9.66000 -0.21849 1.24479 0.77476 0.23323 1.00798
9.67000 -0.20599 1.25450 0.78688 0.20740 0.99428
9.68000 -0.19340 1.26301 0.79760 0.18290 0.98050
9.69000 -0.18074 1.27033 0.80686 0.15979 0.96666
9.70000 -0.16800 1.27644 0.81464 0.13812 0.95276
9.71000 -0.15521 1.28133 0.82091 0.11793 0.93883
9.72000 -0.14238 1.28501 0.82562 0.09927 0.92489
9.73000 -0.12952 1.28747 0.82878 0.08216 0.91095
9.74000 -0.11663 1.28870 0.83037 0.06665 0.89702
9.75000 -0.10375 1.28871 0.83038 0.05275 0.88313
9.76000 -0.09086 1.28749 0.82881 0.04047 0.86928
9.77000 -0.07800 1.28505 0.82567 0.02983 0.85550
9.78000 -0.06517 1.28139 0.82098 0.02082 0.84180
9.79000 -0.05238 1.27651 0.81474 0.01345 0.82820
9.80000 -0.03964 1.27043 0.80699 0.00771 0.81470
9.81000 -0.02697 1.26314 0.79776 0.00357 0.80133
9.82000 -0.01438 1.25466 0.78709 0.00101 0.78810
9.83000 -0.00188 1.24500 0.77501 0.00002 0.77503
9.84000 0.01051 1.23417 0.76158 0.00054 0.76212
9.85000 0.02280 1.22217 0.74685 0.00255 0.74940
9.86000 0.03495 1.20903 0.73088 0.00599 0.73687
9.87000 0.04697 1.19477 0.71373 0.01082 0.72456
9.88000 0.05884 1.17939 0.69548 0.01698 0.71246
9.89000 0.07056 1.16291 0.67618 0.02441 0.70059
9.90000 0.08210 1.14536 0.65593 0.03304 0.68897
9.91000 0.09346 1.12676 0.63479 0.04281 0.67760
9.92000 0.10463 1.10711 0.61285 0.05365 0.66650
9.93000 0.11560 1.08646 0.59020 0.06547 0.65567
9.94000 0.12636 1.06482 0.56692 0.07821 0.64513
9.95000 0.13689 1.04221 0.54310 0.09177 0.63488
9.96000 0.14720 1.01866 0.51884 0.10609 0.62492
9.97000 0.15726 0.99420 0.49422 0.12106 0.61528
9.98000 0.16708 0.96886 0.46934 0.13661 0.60595
9.99000 0.17664 0.94265 0.44429 0.15264 0.59694
