# t theta omega E_kin E_pot E_tot
10.80000 -0.18134 -1.03913 0.53990 0.16086 0.70076
10.81000 -0.19168 -1.02868 0.52909 0.17967 0.70876
10.82000 -0.20191 -1.01718 0.51733 0.19929 0.71662
10.83000 -0.21202 -1.00464 0.50465 0.21967 0.72433
10.84000 -0.22200 -0.99108 0.49112 0.24075 0.73187
10.85000 -0.23184 -0.97649 0.47677 0.26247 0.73924
10.86000 -0.24153 -0.96092 0.46168 0.28475 0.74643
10.87000 -0.25106 -0.94436 0.44590 0.30754 0.75344
10.88000 -0.26041 -0.92683 0.42951 0.33076 0.76027
10.89000 -0.26959 -0.90836 0.41256 0.35433 0.76689
10.90000 -0.27858 -0.88896 0.39513 0.37820 0.77332
10.91000 -0.28737 -0.86866 0.37728 0.40227 0.77955
10.92000 -0.29595 -0.84746 0.35909 0.42648 0.78557
10.93000 -0.30431 -0.82540 0.34064 0.45074 0.79138
10.94000 -0.31245 -0.80249 0.32200 0.47497 0.79697
10.95000 -0.32036 -0.77876 0.30323 0.49911 0.80234
10.96000 -0.32802 -0.75423 0.28443 0.52306 0.80750
10.97000 -0.33544 -0.72893 0.26567 0.54676 0.81243
10.98000 -0.34260 -0.70287 0.24701 0.57012 0.81713
10.99000 -0.34950 -0.67609 0.22855 0.59306 0.82161
11.00000 -0.35612 -0.64860 0.21034 0.61551 0.82586
11.01000 -0.36247 -0.62044 0.19247 0.63740 0.82988
11.02000 -0.36853 -0.59163 0.17502 0.65865 0.83367
11.03000 -0.37430 -0.56220 0.15804 0.67919 0.83723
11.04000 -0.37977 -0.53218 0.14161 0.69896 0.84057
11.05000 -0.38494 -0.50158 0.12579 0.71788 0.84367
11.06000 -0.38980 -0.47045 0.11066 0.73589 0.84655
11.07000 -0.39435 -0.43881 0.09628 0.75294 0.84921
11.08000 -0.39857 -0.40668 0.08269 0.76895 0.85165
11.09000 -0.40248 -0.37410 0.06998 0.78388 0.85386
11.10000 -0.40605 -0.34110 0.05817 0.79768 0.85586
11.11000 -0.40930 -0.30769 0.04734 0.81030 0.85764
11.12000 -0.41221 -0.27393 0.03752 0.82170 0.85921
11.13000 -0.41478 -0.23983 0.02876 0.83182 0.86058
11.14000 -0.41700 -0.20542 0.02110 0.84065 0.86174
11.15000 -0.41888 -0.17073 0.01457 0.84814 0.86271
11.16000 -0.42042 -0.13580 0.00922 0.85426 0.86348
11.17000 -0.42160 -0.10065 0.00507 0.85900 0.86407
11.18000 -0.42243 -0.06532 0.00213 0.86234 0.86447
11.19000 -0.42290 -0.02984 0.00045 0.86425 0.86470
11.20000 -0.42302 0.00577 0.00002 0.86474 0.86475
11.21000 -0.42279 0.04147 0.00086 0.86379 0.86465
11.22000 -0.42220 0.07723 0.00298 0.86140 0.86438
11.23000 -0.42124 0.11302 0.00639 0.85758 0.86397
11.24000 -0.41993 0.14882 0.01107 0.85234 0.86341
11.25000 -0.41827 0.18457 0.01703 0.84568 0.86272
11.26000 -0.41624 0.22027 0.02426 0.83763 0.86189
11.27000 -0.41386 0.25587 0.03274 0.82822 0.86095
11.28000 -0.41113 0.29135 0.04244 0.81745 0.85990
11.29000 -0.40804 0.32667 0.05336 0.80538 0.85874
11.30000 -0.40459 0.36180 0.06545 0.79204 0.85748
11.31000 -0.40080 0.39671 0.07869 0.77745 0.85614
11.32000 -0.39666 0.43137 0.09304 0.76168 0.85472
11.33000 -0.39217 0.46575 0.10846 0.74477 0.85323
11.34000 -0.38735 0.49982 0.12491 0.72678 0.85168
11.35000 -0.38218 0.53354 0.14233 0.70775 0.85008
11.36000 -0.37668 0.56689 0.16068 0.68776 0.84844
11.37000 -0.37084 0.59983 0.17990 0.66686 0.84676
11.38000 -0.36468 0.63234 0.19993 0.64513 0.84506
11.39000 -0.35820 0.66439 0.22071 0.62264 0.84334
11.40000 -0.35140 0.69594 0.24217 0.59946 0.84162
11.41000 -0.34428 0.72697 0.26424 0.57567 0.83990
11.42000 -0.33686 0.75744 0.28686 0.55134 0.83820
11.43000 -0.32913 0.78732 0.30994 0.52657 0.83651
11.44000 -0.32111 0.81660 0.33342 0.50144 0.83486
11.45000 -0.31280 0.84524 0.35721 0.47604 0.83325
11.46000 -0.30421 0.87321 0.38124 0.45044 0.83169
11.47000 -0.29534 0.90048 0.40543 0.42475 0.83018
11.48000 -0.28620 0.92703 0.42969 0.39905 0.82874
11.49000 -0.27680 0.95283 0.45394 0.37343 0.82737
11.50000 -0.26715 0.97786 0.47810 0.34799 0.82609
11.51000 -0.25725 1.00209 0.50209 0.32281 0.82490
11.52000 -0.24711 1.02549 0.52581 0.29800 0.82381
11.53000 -0.23674 1.04804 0.54920 0.27363 0.82283
11.54000 -0.22615 1.06973 0.57216 0.24980 0.82196
11.55000 -0.21535 1.09052 0.59461 0.22660 0.82121
11.56000 -0.20435 1.11039 0.61648 0.20411 0.82059
11.57000 -0.19315 1.12933 0.63769 0.18242 0.82010
11.58000 -0.18176 1.14731 0.65816 0.16160 0.81976
11.59000 -0.17020 1.16431 0.67781 0.14175 0.81956
11.60000 -0.15848 1.18033 0.69659 0.12293 0.81952
11.61000 -0.14660 1.19533 0.71441 0.10523 0.81963
11.62000 -0.13458 1.20931 0.73121 0.08870 0.81991
11.63000 -0.12242 1.22224 0.74694 0.07341 0.82035
11.64000 -0.11013 1.23413 0.76153 0.05944 0.82097
11.65000 -0.09774 1.24494 0.77494 0.04682 0.82176
11.66000 -0.08524 1.25468 0.78711 0.03562 0.82273
11.67000 -0.07265 1.26333 0.79800 0.02588 0.82387
11.68000 -0.05998 1.27088 0.80756 0.01764 0.82520
11.69000 -0.04723 1.27732 0.81577 0.01094 0.82672
11.70000 -0.03443 1.28265 0.82260 0.00582 0.82841
11.71000 -0.02159 1.28687 0.82801 0.00229 0.83030
11.72000 -0.00870 1.28996 0.83200 0.00037 0.83237
11.73000 0.00421 1.29193 0.83454 0.00009 0.83462
11.74000 0.01713 1.29277 0.83563 0.00144 0.83707
11.75000 0.03006 1.29248 0.83526 0.00443 0.83969
11.76000 0.04298 1.29107 0.83344 0.00906 0.84250
11.77000 0.05588 1.28854 0.83017 0.01531 0.84548
11.78000 0.06875 1.28489 0.82547 0.02317 0.84864
11.79000 0.08157 1.28012 0.81936 0.03262 0.85198
11.80000 0.09435 1.27425 0.81185 0.04363 0.85548
11.81000 0.10705 1.26727 0.80299 0.05616 0.85915
11.82000 0.11969 1.25920 0.79280 0.07018 0.86298
11.83000 0.13224 1.25005 0.78131 0.08564 0.86696
11.84000 0.14469 1.23983 0.76859 0.10250 0.87109
11.85000 0.15703 1.22855 0.75466 0.12070 0.87536
11.86000 0.16925 1.21622 0.73959 0.14018 0.87977
11.87000 0.18135 1.20285 0.72343 0.16087 0.88430
11.88000 0.19331 1.18848 0.70624 0.18272 0.88895
11.89000 0.20512 1.17310 0.68808 0.20564 0.89372
11.90000 0.21677 1.15673 0.66902 0.22957 0.89859
11.91000 0.22825 1.13940 0.64912 0.25443 0.90355
11.92000 0.23955 1.12113 0.62847 0.28013 0.90859
11.93000 0.25067 1.10193 0.60713 0.30659 0.91371
11.94000 0.26159 1.08183 0.58517 0.33373 0.91890
11.95000 0.27230 1.06084 0.56269 0.36145 0.92414
11.96000 0.28280 1.03899 0.53975 0.38967 0.92942
11.97000 0.29308 1.01630 0.51643 0.41830 0.93474
11.98000 0.30312 0.99280 0.49283 0.44725 0.94007
11.99000 0.31293 0.96851 0.46900 0.47642 0.94542
12.00000 0.32249 0.94345 0.44505 0.50572 0.95076
12.01000 0.33180 0.91765 0.42104 0.53505 0.95610
12.02000 0.34084 0.89114 0.39707 0.56433 0.96140
12.03000 0.34962 0.86395 0.37320 0.59347 0.96667
12.04000 0.35812 0.83609 0.34952 0.62236 0.97189
12.05000 0.36634 0.80760 0.32611 0.65094 0.97704
12.06000 0.37427 0.77850 0.30303 0.67909 0.98212
12.07000 0.38190 0.74882 0.28037 0.70675 0.98711
12.08000 0.38924 0.71860 0.25819 0.73382 0.99201
12.09000 0.39628 0.68785 0.23657 0.76022 0.99679
12.10000 0.40300 0.65661 0.21557 0.78588 1.00145
12.11000 0.40941 0.62490 0.19525 0.81072 1.00597
12.12000 0.41549 0.59276 0.17568 0.83467 1.01035
12.13000 0.42126 0.56021 0.15692 0.85764 1.01456
12.14000 0.42670 0.52729 0.13902 0.87959 1.01860
12.15000 0.43180 0.49401 0.12203 0.90044 1.02246
12.16000 0.43658 0.46042 0.10599 0.92013 1.02613
12.17000 0.44101 0.42654 0.09097 0.93862 1.02959
12.18000 0.44511 0.39240 0.07699 0.95584 1.03283
12.19000 0.44886 0.35802 0.06409 0.97175 1.03584
12.20000 0.45227 0.32345 0.05231 0.98631 1.03862
12.21000 0.45533 0.28870 0.04167 0.99947 1.04115
12.22000 0.45804 0.25381 0.03221 1.01121 1.04342
12.23000 0.46040 0.21881 0.02394 1.02148 1.04542
12.24000 0.46242 0.18372 0.01688 1.03027 1.04715
12.25000 0.46408 0.14857 0.01104 1.03756 1.04859
12.26000 0.46539 0.11340 0.00643 1.04331 1.04974
12.27000 0.46635 0.07823 0.00306 1.04754 1.05060
12.28000 0.46695 0.04309 0.00093 1.05021 1.05114
12.29000 0.46721 0.00802 0.00003 1.05134 1.05137
12.30000 0.46711 -0.02697 0.00036 1.05092 1.05129
12.31000 0.46667 -0.06185 0.00191 1.04896 1.05087
12.32000 0.46588 -0.09657 0.00466 1.04547 1.05013
12.33000 0.46474 -0.13113 0.00860 1.04046 1.04905
12.34000 0.46325 -0.16548 0.01369 1.03394 1.04764
12.35000 0.46143 -0.19960 0.01992 1.02596 1.04588
12.36000 0.45926 -0.23347 0.02725 1.01652 1.04377
12.37000 0.45676 -0.26705 0.03566 1.00566 1.04132
12.38000 0.45392 -0.30032 0.04510 0.99342 1.03852
12.39000 0.45075 -0.33325 0.05553 0.97984 1.03537
12.40000 0.44726 -0.36581 0.06691 0.96495 1.03186
12.41000 0.44344 -0.39799 0.07920 0.94881 1.02801
12.42000 0.43930 -0.42974 0.09234 0.93147 1.02380
12.43000 0.43485 -0.46104 0.10628 0.91297 1.01925
12.44000 0.43008 -0.49188 0.12097 0.89338 1.01435
12.45000 0.42501 -0.52221 0.13635 0.87275 1.00911
12.46000 0.41964 -0.55203 0.15237 0.85115 1.00352
12.47000 0.41397 -0.58129 0.16895 0.82865 0.99760
12.48000 0.40802 -0.60999 0.18604 0.80530 0.99134
12.49000 0.40177 -0.63808 0.20357 0.78118 0.98476
12.50000 0.39526 -0.66556 0.22148 0.75637 0.97785
12.51000 0.38847 -0.69239 0.23970 0.73093 0.97063
12.52000 0.38141 -0.71855 0.25816 0.70494 0.96310
12.53000 0.37410 -0.74402 0.27679 0.67848 0.95526
12.54000 0.36653 -0.76878 0.29551 0.65162 0.94713
12.55000 0.35872 -0.79281 0.31427 0.62445 0.93872
12.56000 0.35068 -0.81608 0.33299 0.59704 0.93003
12.57000 0.34240 -0.83857 0.35160 0.56947 0.92107
12.58000 0.33391 -0.86027 0.37003 0.54182 0.91186
12.59000 0.32520 -0.88115 0.38821 0.51418 0.90239
12.60000 0.31629 -0.90120 0.40608 0.48661 0.89269
12.61000 0.30718 -0.92040 0.42356 0.45921 0.88277
12.62000 0.29788 -0.93872 0.44060 0.43204 0.87264
12.63000 0.28841 -0.95616 0.45712 0.40518 0.86230
12.64000 0.27876 -0.97270 0.47307 0.37870 0.85177
12.65000 0.26896 -0.98832 0.48839 0.35269 0.84108
12.66000 0.25900 -1.00301 0.50302 0.32720 0.83021
12.67000 0.24890 -1.01676 0.51690 0.30231 0.81921
12.68000 0.23867 -1.02955 0.52998 0.27808 0.80806
12.69000 0.22831 -1.04137 0.54222 0.25457 0.79680
12.70000 0.21784 -1.05221 0.55357 0.23185 0.78543
12.71000 0.20727 -1.06206 0.56399 0.20997 0.77397
12.72000 0.19661 -1.07092 0.57344 0.18899 0.76243
12.73000 0.18586 -1.07878 0.58188 0.16895 0.75082
12.74000 0.17503 -1.08562 0.58928 0.14989 0.73917
12.75000 0.16415 -1.09144 0.59562 0.13187 0.72749
12.76000 0.15321 -1.09625 0.60088 0.11491 0.71579
12.77000 0.14223 -1.10003 0.60503 0.09905 0.70409
12.78000 0.13121 -1.10278 0.60807 0.08433 0.69239
12.79000 0.12017 -1.10451 0.60997 0.07075 0.68073
12.80000 0.10913 -1.10521 0.61075 0.05835 0.66910
12.81000 0.09807 -1.10489 0.61039 0.04714 0.65753
12.82000 0.08703 -1.10354 0.60890 0.03713 0.64602
12.83000 0.07601 -1.10116 0.60628 0.02832 0.63460
12.84000 0.06501 -1.09778 0.60256 0.02072 0.62328
12.85000 0.05405 -1.09338 0.59774 0.01433 0.61207
12.86000 0.04315 -1.08798 0.59185 0.00913 0.60097
12.87000 0.03230 -1.08158 0.58490 0.00512 0.59002
12.88000 0.02152 -1.07419 0.57694 0.00227 0.57921
12.89000 0.01082 -1.06583 0.56799 0.00057 0.56857
12.90000 0.00021 -1.05649 0.55809 0.00000 0.55809
12.91000 -0.01031 -1.04621 0.54728 0.00052 0.54780
12.92000 -0.02072 -1.03498 0.53559 0.00210 0.53770
12.93000 -0.03101 -1.02283 0.52309 0.00472 0.52780
12.94000 -0.04117 -1.00976 0.50981 0.00831 0.51812
12.95000 -0.05120 -0.99580 0.49581 0.01285 0.50866
12.96000 -0.06108 -0.98096 0.48114 0.01830 0.49943
12.97000 -0.07081 -0.96525 0.46586 0.02459 0.49044
12.98000 -0.08038 -0.94871 0.45002 0.03168 0.48170
12.99000 -0.08979 -0.93133 0.43369 0.03951 0.47321
13.00000 -0.09901 -0.91316 0.41693 0.04804 0.46497
13.01000 -0.10805 -0.89421 0.39980 0.05721 0.45701
13.02000 -0.11689 -0.87449 0.38237 0.06694 0.44931
13.03000 -0.12553 -0.85404 0.36469 0.07719 0.44188
13.04000 -0.13397 -0.83287 0.34684 0.08790 0.43474
13.05000 -0.14219 -0.81101 0.32887 0.09900 0.42787
13.06000 -0.15019 -0.78849 0.31086 0.11043 0.42129
13.07000 -0.15796 -0.76532 0.29286 0.12213 0.41499
13.08000 -0.16549 -0.74154 0.27494 0.13403 0.40897
13.09000 -0.17279 -0.71718 0.25717 0.14607 0.40324
13.10000 -0.17983 -0.69225 0.23960 0.15820 0.39780
13.11000 -0.18663 -0.66678 0.22230 0.17035 0.39264
13.12000 -0.19317 -0.64081 0.20532 0.18245 0.38777
13.13000 -0.19944 -0.61435 0.18871 0.19446 0.38318
13.14000 -0.20545 -0.58745 0.17255 0.20632 0.37886
13.15000 -0.21119 -0.56012 0.15687 0.21796 0.37482
13.16000 -0.21665 -0.53239 0.14172 0.22933 0.37106
13.17000 -0.22184 -0.50431 0.12716 0.24039 0.36756
13.18000 -0.22674 -0.47588 0.11323 0.25109 0.36432
13.19000 -0.23135 -0.44715 0.09997 0.26137 0.36134
13.20000 -0.23568 -0.41814 0.08742 0.27119 0.35861
13.21000 -0.23972 -0.38888 0.07561 0.28051 0.35613
13.22000 -0.24346 -0.35941 0.06459 0.28929 0.35388
13.23000 -0.24690 -0.32974 0.05437 0.29750 0.35186
13.24000 -0.25005 -0.29992 0.04498 0.30509 0.35007
13.25000 -0.25290 -0.26997 0.03644 0.31205 0.34849
13.26000 -0.25545 -0.23993 0.02878 0.31834 0.34712
13.27000 -0.25770 -0.20981 0.02201 0.32394 0.34595
13.28000 -0.25965 -0.17966 0.01614 0.32882 0.34496
13.29000 -0.26129 -0.14950 0.01117 0.33298 0.34416
13.30000 -0.26264 -0.11935 0.00712 0.33640 0.34352
13.31000 -0.26368 -0.08926 0.00398 0.33906 0.34304
13.32000 -0.26442 -0.05925 0.00176 0.34096 0.34272
13.33000 -0.26487 -0.02935 0.00043 0.34210 0.34253
13.34000 -0.26501 0.00041 0.00000 0.34247 0.34247
13.35000 -0.26486 0.03000 0.00045 0.34208 0.34253
13.36000 -0.26441 0.05940 0.00176 0.34093 0.34269
13.37000 -0.26367 0.08858 0.00392 0.33903 0.34296
13.38000 -0.26264 0.11750 0.00690 0.33640 0.34331
13.39000 -0.26132 0.14614 0.01068 0.33306 0.34373
13.40000 -0.25972 0.17447 0.01522 0.32900 0.34422
13.41000 -0.25783 0.20246 0.02050 0.32427 0.34477
13.42000 -0.25567 0.23009 0.02647 0.31888 0.34535
13.43000 -0.25323 0.25734 0.03311 0.31286 0.34598
13.44000 -0.25052 0.28416 0.04037 0.30624 0.34662
13.45000 -0.24755 0.31055 0.04822 0.29905 0.34727
13.46000 -0.24432 0.33647 0.05660 0.29133 0.34793
13.47000 -0.24082 0.36189 0.06548 0.28310 0.34858
13.48000 -0.23708 0.38680 0.07481 0.27440 0.34921
13.49000 -0.23309 0.41117 0.08453 0.26529 0.34982
13.50000 -0.22886 0.43498 0.09460 0.25578 0.35039
13.51000 -0.22439 0.45820 0.10497 0.24594 0.35091
13.52000 -0.21970 0.48080 0.11559 0.23580 0.35138
13.53000 -0.21478 0.50278 0.12640 0.22540 0.35179
13.54000 -0.20964 0.52411 0.13735 0.21479 0.35213
13.55000 -0.20430 0.54476 0.14838 0.20401 0.35239
13.56000 -0.19875 0.56472 0.15946 0.19312 0.35257
13.57000 -0.19301 0.58397 0.17051 0.18215 0.35266
13.58000 -0.18707 0.60249 0.18150 0.17116 0.35265
13.59000 -0.18096 0.62026 0.19236 0.16018 0.35254
13.60000 -0.17467 0.63726 0.20305 0.14927 0.35232
13.61000 -0.16822 0.65348 0.21352 0.13847 0.35198
13.62000 -0.16160 0.66890 0.22371 0.12782 0.35153
13.63000 -0.15484 0.68351 0.23359 0.11736 0.35096
13.64000 -0.14794 0.69730 0.24311 0.10715 0.35026
13.65000 -0.14090 0.71024 0.25222 0.09721 0.34943
13.66000 -0.13373 0.72233 0.26088 0.08759 0.34847
13.67000 -0.12645 0.73356 0.26906 0.07833 0.34738
13.68000 -0.11907 0.74391 0.27670 0.06945 0.34616
13.69000 -0.11158 0.75338 0.28379 0.06100 0.34480
13.70000 -0.10400 0.76196 0.29029 0.05301 0.34330
13.71000 -0.09634 0.76964 0.29617 0.04549 0.34167
13.72000 -0.08861 0.77641 0.30141 0.03849 0.33990
13.73000 -0.08082 0.78227 0.30597 0.03202 0.33799
13.74000 -0.07297 0.78721 0.30985 0.02610 0.33595
13.75000 -0.06508 0.79123 0.31302 0.02076 0.33378
13.76000 -0.05715 0.79432 0.31547 0.01601 0.33149
13.77000 -0.04919 0.79649 0.31720 0.01187 0.32906
13.78000 -0.04122 0.79772 0.31818 0.00833 0.32652
13.79000 -0.03324 0.79804 0.31843 0.00542 0.32385
13.80000 -0.02526 0.79742 0.31794 0.00313 0.32107
13.81000 -0.01730 0.79588 0.31671 0.00147 0.31818
13.82000 -0.00935 0.79341 0.31475 0.00043 0.31518
13.83000 -0.00143 0.79003 0.31207 0.00001 0.31208
13.84000 0.00645 0.78574 0.30869 0.00020 0.30889
13.85000 0.01428 0.78053 0.30462 0.00100 0.30562
13.86000 0.02206 0.77443 0.29987 0.00239 0.30226
13.87000 0.02977 0.76743 0.29448 0.00435 0.29882
13.88000 0.03740 0.75955 0.28846 0.00686 0.29532
13.89000 0.04496 0.75080 0.28185 0.00991 0.29176
13.90000 0.05242 0.74118 0.27468 0.01347 0.28815
13.91000 0.05978 0.73071 0.26697 0.01752 0.28449
13.92000 0.06703 0.71940 0.25877 0.02203 0.28080
13.93000 0.07416 0.70726 0.25011 0.02696 0.27708
13.94000 0.08117 0.69431 0.24104 0.03230 0.27333
13.95000 0.08804 0.68057 0.23158 0.03800 0.26958
13.96000 0.09478 0.66604 0.22180 0.04403 0.26583
13.97000 0.10136 0.65074 0.21173 0.05035 0.26208
13.98000 0.10779 0.63470 0.20142 0.05694 0.25835
13.99000 0.11405 0.61792 0.19091 0.06374 0.25465
14.00000 0.12015 0.60043 0.18026 0.07072 0.25098
14.01000 0.12606 0.58226 0.16951 0.07784 0.24736
14.02000 0.13179 0.56341 0.15871 0.08507 0.24378
14.03000 0.13733 0.54390 0.14791 0.09236 0.24027
14.04000 0.14267 0.52377 0.13717 0.09966 0.23683
14.05000 0.14780 0.50303 0.12652 0.10695 0.23347
14.06000 0.15272 0.48170 0.11602 0.11419 0.23020
14.07000 0.15743 0.45981 0.10571 0.12132 0.22703
14.08000 0.16192 0.43738 0.09565 0.12832 0.22397
14.09000 0.16618 0.41443 0.08588 0.13514 0.22102
14.10000 0.17021 0.39100 0.07644 0.14176 0.21819
14.11000 0.17400 0.36710 0.06738 0.14812 0.21550
14.12000 0.17755 0.34275 0.05874 0.15421 0.21295
14.13000 0.18085 0.31799 0.05056 0.15999 0.21055
14.14000 0.18390 0.29285 0.04288 0.16542 0.20830
14.15000 0.18671 0.26734 0.03573 0.17049 0.20622
14.16000 0.18925 0.24149 0.02916 0.17515 0.20431
14.17000 0.19153 0.21533 0.02318 0.17939 0.20258
14.18000 0.19356 0.18890 0.01784 0.18319 0.20103
14.19000 0.19531 0.16220 0.01316 0.18652 0.19967
14.20000 0.19680 0.13529 0.00915 0.18936 0.19851
14.21000 0.19802 0.10817 0.00585 0.19170 0.19755
14.22000 0.19896 0.08088 0.00327 0.19353 0.19680
14.23000 0.19963 0.05345 0.00143 0.19483 0.19626
14.24000 0.20003 0.02591 0.00034 0.19561 0.19594
14.25000 0.20015 -0.00172 0.00000 0.19584 0.19584
14.26000 0.20000 -0.02941 0.00043 0.19554 0.19597
14.27000 0.19956 -0.05713 0.00163 0.19470 0.19633
14.28000 0.19885 -0.08484 0.00360 0.19332 0.19692
14.29000 0.19787 -0.11253 0.00633 0.19141 0.19774
14.30000 0.19660 -0.14016 0.00982 0.18898 0.19881
14.31000 0.19506 -0.16771 0.01406 0.18604 0.20011
14.32000 0.19325 -0.19514 0.01904 0.18261 0.20165
14.33000 0.19116 -0.22243 0.02474 0.17870 0.20344
14.34000 0.18880 -0.24955 0.03114 0.17432 0.20546
14.35000 0.18617 -0.27648 0.03822 0.16952 0.20774
14.36000 0.18327 -0.30317 0.04596 0.16429 0.21025
14.37000 0.18011 -0.32962 0.05432 0.15868 0.21301
14.38000 0.17668 -0.35578 0.06329 0.15272 0.21601
14.39000 0.17299 -0.38163 0.07282 0.14643 0.21925
14.40000 0.16905 -0.40715 0.08289 0.13984 0.22273
14.41000 0.16485 -0.43231 0.09345 0.13300 0.22644
14.42000 0.16040 -0.45708 0.10446 0.12593 0.23039
14.43000 0.15571 -0.48143 0.11589 0.11869 0.23458
14.44000 0.15078 -0.50535 0.12769 0.11130 0.23899
14.45000 0.14561 -0.52880 0.13981 0.10381 0.24362
14.46000 0.14020 -0.55176 0.15222 0.09626 0.24848
14.47000 0.13457 -0.57420 0.16486 0.08870 0.25355
14.48000 0.12872 -0.59611 0.17768 0.08116 0.25883
14.49000 0.12265 -0.61746 0.19063 0.07370 0.26432
14.50000 0.11637 -0.63822 0.20366 0.06635 0.27002
14.51000 0.10989 -0.65838 0.21673 0.05917 0.27590
14.52000 0.10321 -0.67791 0.22978 0.05220 0.28198
14.53000 0.09633 -0.69678 0.24275 0.04548 0.28824
14.54000 0.08927 -0.71499 0.25561 0.03907 0.29467
14.55000 0.08204 -0.73251 0.26829 0.03299 0.30128
14.56000 0.07463 -0.74932 0.28074 0.02730 0.30805
14.57000 0.06705 -0.76541 0.29293 0.02204 0.31497
14.58000 0.05932 -0.78075 0.30478 0.01726 0.32204
14.59000 0.05144 -0.79533 0.31627 0.01298 0.32925
14.60000 0.04342 -0.80913 0.32734 0.00924 0.33659
14.61000 0.03526 -0.82214 0.33795 0.00610 0.34405
14.62000 0.02698 -0.83434 0.34806 0.00357 0.35163
14.63000 0.01858 -0.84572 0.35762 0.00169 0.35931
14.64000 0.01007 -0.85627 0.36660 0.00050 0.36709
14.65000 0.00145 -0.86597 0.37495 0.00001 0.37496
14.66000 -0.00725 -0.87481 0.38265 0.00026 0.38291
14.67000 -0.01604 -0.88279 0.38966 0.00126 0.39092
14.68000 -0.02490 -0.88990 0.39596 0.00304 0.39900
14.69000 -0.03383 -0.89612 0.40151 0.00561 0.40713
14.70000 -0.04282 -0.90145 0.40630 0.00899 0.41530
14.71000 -0.05186 -0.90588 0.41031 0.01319 0.42350
14.72000 -0.06094 -0.90941 0.41351 0.01821 0.43172
14.73000 -0.07005 -0.91203 0.41590 0.02406 0.43995
14.74000 -0.07918 -0.91374 0.41746 0.03073 0.44819
14.75000 -0.08832 -0.91454 0.41819 0.03823 0.45643
14.76000 -0.09746 -0.91443 0.41809 0.04656 0.46465
14.77000 -0.10660 -0.91340 0.41715 0.05569 0.47284
14.78000 -0.11573 -0.91146 0.41538 0.06562 0.48100
14.79000 -0.12483 -0.90860 0.41278 0.07633 0.48911
14.80000 -0.13390 -0.90484 0.40937 0.08781 0.49717
14.81000 -0.14292 -0.90017 0.40515 0.10002 0.50518
14.82000 -0.15190 -0.89460 0.40015 0.11295 0.51311
14.83000 -0.16081 -0.88813 0.39438 0.12657 0.52096
14.84000 -0.16966 -0.88077 0.38787 0.14084 0.52872
14.85000 -0.17842 -0.87252 0.38065 0.15574 0.53638
14.86000 -0.18710 -0.86340 0.37273 0.17121 0.54395
14.87000 -0.19569 -0.85341 0.36416 0.18723 0.55139
14.88000 -0.20417 -0.84257 0.35496 0.20376 0.55872
14.89000 -0.21254 -0.83088 0.34518 0.22074 0.56592
14.90000 -0.22078 -0.81836 0.33485 0.23813 0.57298
14.91000 -0.22890 -0.80501 0.32402 0.25588 0.57990
14.92000 -0.23688 -0.79085 0.31272 0.27395 0.58667
14.93000 -0.24472 -0.77589 0.30101 0.29228 0.59329
14.94000 -0.25240 -0.76016 0.28892 0.31082 0.59974
14.95000 -0.25992 -0.74365 0.27651 0.32951 0.60602
14.96000 -0.26727 -0.72640 0.26383 0.34829 0.61212
14.97000 -0.27444 -0.70841 0.25092 0.36713 0.61805
14.98000 -0.28143 -0.68970 0.23785 0.38594 0.62379
14.99000 -0.28823 -0.67030 0.22465 0.40469 0.62934
