# t theta omega l v E_kin E_pot E_elastic E_tot
4.26000 -0.98780 0.06988 1.48382 0.54509 0.15394 6.54263 1.17041 7.86697
4.27000 -0.98683 0.12423 1.48930 0.55063 0.16871 6.55494 1.19707 7.92072
4.28000 -0.98532 0.17794 1.49483 0.55591 0.18989 6.56081 1.22429 7.97500
4.29000 -0.98327 0.23097 1.50042 0.56107 0.21745 6.56025 1.25208 8.02978
4.30000 -0.98070 0.28332 1.50605 0.56622 0.25133 6.55330 1.28045 8.08508
4.31000 -0.97761 0.33495 1.51174 0.57149 0.29150 6.53999 1.30939 8.14088
4.32000 -0.97400 0.38586 1.51748 0.57698 0.33788 6.52039 1.33894 8.19721
4.33000 -0.96989 0.43602 1.52328 0.58281 0.39040 6.49458 1.36912 8.25410
4.34000 -0.96528 0.48542 1.52914 0.58908 0.44899 6.46263 1.39995 8.31157
4.35000 -0.96019 0.53403 1.53507 0.59589 0.51355 6.42466 1.43147 8.36969
4.36000 -0.95461 0.58183 1.54106 0.60335 0.58399 6.38078 1.46373 8.42851
4.37000 -0.94855 0.62881 1.54713 0.61153 0.66021 6.33110 1.49678 8.48809
4.38000 -0.94203 0.67493 1.55329 0.62054 0.74207 6.27578 1.53067 8.54852
4.39000 -0.93506 0.72017 1.55955 0.63045 0.82945 6.21495 1.56547 8.60987
4.40000 -0.92763 0.76450 1.56591 0.64133 0.92222 6.14877 1.60125 8.67224
4.41000 -0.91977 0.80790 1.57238 0.65326 1.02023 6.07742 1.63808 8.73573
4.42000 -0.91148 0.85032 1.57898 0.66630 1.12331 6.00107 1.67606 8.80045
4.43000 -0.90277 0.89175 1.58571 0.68050 1.23131 5.91992 1.71527 8.86650
4.44000 -0.89365 0.93214 1.59259 0.69592 1.34404 5.83415 1.75581 8.93400
4.45000 -0.88413 0.97146 1.59963 0.71261 1.46132 5.74398 1.79779 9.00308
4.46000 -0.87422 1.00967 1.60685 0.73059 1.58294 5.64961 1.84131 9.07386
4.47000 -0.86394 1.04674 1.61425 0.74989 1.70870 5.55127 1.88650 9.14646
4.48000 -0.85329 1.08263 1.62185 0.77054 1.83838 5.44917 1.93347 9.22103
4.49000 -0.84229 1.11730 1.62966 0.79254 1.97176 5.34356 1.98237 9.29769
4.50000 -0.83095 1.15072 1.63770 0.81591 2.10858 5.23466 2.03333 9.37657
4.51000 -0.81928 1.18284 1.64599 0.84064 2.24862 5.12271 2.08648 9.45782
4.52000 -0.80730 1.21363 1.65452 0.86672 2.39160 5.00797 2.14199 9.54155
4.53000 -0.79501 1.24306 1.66332 0.89414 2.53726 4.89066 2.19999 9.62791
4.54000 -0.78244 1.27110 1.67241 0.92285 2.68533 4.77103 2.26066 9.71702
4.55000 -0.76959 1.29771 1.68179 0.95283 2.83551 4.64935 2.32416 9.80901
4.56000 -0.75649 1.32286 1.69147 0.98403 2.98753 4.52584 2.39064 9.90401
4.57000 -0.74314 1.34653 1.70147 1.01640 3.14106 4.40076 2.46030 10.00212
4.58000 -0.72957 1.36870 1.71180 1.04988 3.29581 4.27436 2.53330 10.10346
4.59000 -0.71577 1.38934 1.72247 1.08441 3.45145 4.14687 2.60982 10.20814
4.60000 -0.70178 1.40845 1.73349 1.11991 3.60766 4.01855 2.69005 10.31625
4.61000 -0.68761 1.42601 1.74487 1.15630 3.76410 3.88962 2.77417 10.42790
4.62000 -0.67327 1.44202 1.75662 1.19349 3.92045 3.76033 2.86237 10.54315
4.63000 -0.65877 1.45647 1.76874 1.23138 4.07634 3.63090 2.95484 10.66208
4.64000 -0.64414 1.46936 1.78125 1.26989 4.23145 3.50156 3.05176 10.78476
4.65000 -0.62939 1.48071 1.79414 1.30890 4.38541 3.37252 3.15332 10.91125
4.66000 -0.61454 1.49053 1.80743 1.34830 4.53786 3.24401 3.25971 11.04158
4.67000 -0.59959 1.49883 1.82111 1.38799 4.68845 3.11623 3.37111 11.17580
4.68000 -0.58456 1.50564 1.83519 1.42784 4.83683 2.98938 3.48771 11.31391
4.69000 -0.56948 1.51098 1.84967 1.46774 4.98262 2.86364 3.60967 11.45594
4.70000 -0.55435 1.51489 1.86454 1.50756 5.12548 2.73922 3.73718 11.60188
4.71000 -0.53919 1.51739 1.87982 1.54718 5.26503 2.61628 3.87040 11.75172
4.72000 -0.52401 1.51853 1.89549 1.58648 5.40094 2.49500 4.00948 11.90543
4.73000 -0.50882 1.51836 1.91155 1.62534 5.53285 2.37553 4.15458 12.06297
4.74000 -0.49364 1.51691 1.92799 1.66362 5.66042 2.25804 4.30584 12.22430
4.75000 -0.47849 1.51424 1.94482 1.70120 5.78330 2.14266 4.46339 12.38935
4.76000 -0.46336 1.51040 1.96201 1.73796 5.90117 2.02953 4.62734 12.55805
4.77000 -0.44828 1.50543 1.97957 1.77379 6.01371 1.91879 4.79781 12.73031
4.78000 -0.43326 1.49941 1.99748 1.80855 6.12061 1.81054 4.97488 12.90603
4.79000 -0.41830 1.49239 2.01574 1.84214 6.22157 1.70490 5.15863 13.08510
4.80000 -0.40341 1.48442 2.03432 1.87444 6.31631 1.60198 5.34912 13.26741
4.81000 -0.38861 1.47556 2.05322 1.90534 6.40455 1.50187 5.54640 13.45282
4.82000 -0.37390 1.46587 2.07243 1.93474 6.48606 1.40466 5.75048 13.64119
4.83000 -0.35930 1.45542 2.09191 1.96253 6.56058 1.31042 5.96137 13.83237
4.84000 -0.34480 1.44425 2.11167 1.98862 6.62790 1.21923 6.17905 14.02619
4.85000 -0.33041 1.43244 2.13168 2.01291 6.68783 1.13115 6.40349 14.22248
4.86000 -0.31615 1.42003 2.15192 2.03532 6.74019 1.04624 6.63462 14.42106
4.87000 -0.30201 1.40708 2.17238 2.05576 6.78482 0.96455 6.87237 14.62174
4.88000 -0.28801 1.39365 2.19303 2.07416 6.82159 0.88613 7.11661 14.82433
4.89000 -0.27414 1.37978 2.21386 2.09044 6.85040 0.81100 7.36723 15.02862
4.90000 -0.26042 1.36554 2.23483 2.10454 6.87115 0.73920 7.62405 15.23441
4.91000 -0.24683 1.35097 2.25594 2.11639 6.88379 0.67076 7.88691 15.44146
4.92000 -0.23340 1.33611 2.27715 2.12593 6.88828 0.60569 8.15559 15.64957
4.93000 -0.22011 1.32102 2.29845 2.13312 6.88463 0.54401 8.42986 15.85849
4.94000 -0.20698 1.30572 2.31981 2.13791 6.87283 0.48572 8.70945 16.06801
4.95000 -0.19400 1.29028 2.34120 2.14026 6.85295 0.43083 8.99408 16.27787
4.96000 -0.18117 1.27471 2.36260 2.14014 6.82506 0.37934 9.28344 16.48784
4.97000 -0.16850 1.25906 2.38399 2.13750 6.78925 0.33124 9.57720 16.69768
4.98000 -0.15599 1.24337 2.40535 2.13233 6.74565 0.28651 9.87498 16.90714
4.99000 -0.14364 1.22766 2.42663 2.12462 6.69442 0.24515 10.17640 17.11596
5.00000 -0.13144 1.21196 2.44783 2.11433 6.63573 0.20713 10.48105 17.32390
5.01000 -0.11940 1.19630 2.46891 2.10146 6.56979 0.17243 10.78849 17.53071
5.02000 -0.10751 1.18070 2.48985 2.08601 6.49684 0.14103 11.09826 17.73613
5.03000 -0.09578 1.16519 2.51062 2.06798 6.41712 0.11289 11.40989 17.93990
5.04000 -0.08421 1.14979 2.53120 2.04736 6.33091 0.08799 11.72288 18.14178
5.05000 -0.07279 1.13452 2.55156 2.02417 6.23853 0.06628 12.03670 18.34151
5.06000 -0.06152 1.11939 2.57168 1.99842 6.14030 0.04772 12.35082 18.53884
5.07000 -0.05040 1.10442 2.59152 1.97012 6.03655 0.03228 12.66469 18.73352
5.08000 -0.03943 1.08962 2.61107 1.93929 5.92766 0.01991 12.97773 18.92530
5.09000 -0.02861 1.07501 2.63030 1.90596 5.81401 0.01056 13.28936 19.11393
5.10000 -0.01793 1.06060 2.64918 1.87016 5.69600 0.00418 13.59899 19.29916
5.11000 -0.00739 1.04639 2.66769 1.83191 5.57405 0.00072 13.90600 19.48077
5.12000 0.00300 1.03240 2.68581 1.79125 5.44860 0.00012 14.20979 19.65851
5.13000 0.01326 1.01863 2.70351 1.74821 5.32007 0.00233 14.50973 19.83214
5.14000 0.02337 1.00509 2.72077 1.70285 5.18894 0.00729 14.80520 20.00143
5.15000 0.03336 0.99179 2.73756 1.65519 5.05566 0.01494 15.09556 20.16616
5.16000 0.04321 0.97872 2.75386 1.60530 4.92070 0.02522 15.38019 20.32610
5.17000 0.05293 0.96589 2.76966 1.55321 4.78454 0.03806 15.65845 20.48105
5.18000 0.06253 0.95331 2.78492 1.49899 4.64767 0.05339 15.92971 20.63077
5.19000 0.07200 0.94096 2.79963 1.44268 4.51057 0.07116 16.19335 20.77508
5.20000 0.08135 0.92887 2.81377 1.38435 4.37371 0.09128 16.44876 20.91376
5.21000 0.09058 0.91702 2.82731 1.32405 4.23759 0.11370 16.69533 21.04662
5.22000 0.09969 0.90541 2.84024 1.26185 4.10268 0.13834 16.93246 21.17348
5.23000 0.10869 0.89405 2.85254 1.19782 3.96946 0.16512 17.15956 21.29414
5.24000 0.11757 0.88293 2.86419 1.13201 3.83838 0.19398 17.37607 21.40843
5.25000 0.12635 0.87206 2.87518 1.06451 3.70991 0.22483 17.58144 21.51619
5.26000 0.13501 0.86142 2.88548 0.99537 3.58450 0.25761 17.77513 21.61724
5.27000 0.14358 0.85102 2.89508 0.92467 3.46258 0.29223 17.95662 21.71143
5.28000 0.15204 0.84085 2.90397 0.85249 3.34456 0.32861 18.12543 21.79861
5.29000 0.16039 0.83091 2.91212 0.77890 3.23086 0.36669 18.28109 21.87864
5.30000 0.16865 0.82120 2.91954 0.70399 3.12186 0.40637 18.42316 21.95138
5.31000 0.17682 0.81171 2.92620 0.62782 3.01792 0.44758 18.55122 22.01672
5.32000 0.18489 0.80244 2.93209 0.55047 2.91939 0.49023 18.66490 22.07452
5.33000 0.19287 0.79338 2.93721 0.47204 2.82661 0.53426 18.76382 22.12469
5.34000 0.20076 0.78453 2.94153 0.39260 2.73986 0.57956 18.84768 22.16711
5.35000 0.20856 0.77589 2.94505 0.31223 2.65944 0.62606 18.91618 22.20168
5.36000 0.21628 0.76745 2.94777 0.23102 2.58559 0.67369 18.96907 22.22834
5.37000 0.22391 0.75920 2.94967 0.14906 2.51854 0.72234 19.00611 22.24699
5.38000 0.23146 0.75114 2.95075 0.06642 2.45848 0.77195 19.02713 22.25756
5.39000 0.23893 0.74327 2.95100 -0.01680 2.40560 0.82242 19.03198 22.26000
5.40000 0.24633 0.73557 2.95041 -0.10052 2.36003 0.87367 19.02055 22.25425
5.41000 0.25364 0.72805 2.94899 -0.18465 2.32189 0.92562 18.99275 22.24027
5.42000 0.26089 0.72070 2.94672 -0.26910 2.29126 0.97819 18.94857 22.21801
5.43000 0.26806 0.71351 2.94360 -0.35379 2.26819 1.03128 18.88799 22.18746
5.44000 0.27516 0.70647 2.93964 -0.43863 2.25271 1.08482 18.81106 22.14859
5.45000 0.28219 0.69959 2.93483 -0.52352 2.24481 1.13873 18.71787 22.10140
5.46000 0.28915 0.69285 2.92917 -0.60840 2.24445 1.19291 18.60852 22.04588
5.47000 0.29605 0.68624 2.92266 -0.69315 2.25157 1.24728 18.48319 21.98204
5.48000 0.30288 0.67977 2.91531 -0.77771 2.26607 1.30177 18.34205 21.90989
5.49000 0.30964 0.67342 2.90711 -0.86197 2.28782 1.35628 18.18536 21.82946
5.50000 0.31635 0.66719 2.89807 -0.94586 2.31667 1.41074 18.01337 21.74078
5.51000 0.32299 0.66107 2.88820 -1.02929 2.35243 1.46506 17.82640 21.64390
5.52000 0.32957 0.65505 2.87749 -1.11218 2.39489 1.51917 17.62479 21.53885
5.53000 0.33609 0.64913 2.86595 -1.19443 2.44381 1.57298 17.40892 21.42571
5.54000 0.34255 0.64329 2.85360 -1.27596 2.49893 1.62641 17.17919 21.30453
5.55000 0.34895 0.63754 2.84044 -1.35670 2.55996 1.67938 16.93604 21.17539
5.56000 0.35530 0.63185 2.82647 -1.43656 2.62659 1.73182 16.67996 21.03837
5.57000 0.36159 0.62623 2.81171 -1.51545 2.69847 1.78365 16.41145 20.89357
5.58000 0.36783 0.62066 2.79616 -1.59331 2.77526 1.83478 16.13103 20.74107
5.59000 0.37400 0.61514 2.77985 -1.67004 2.85658 1.88515 15.83927 20.58100
5.60000 0.38013 0.60966 2.76277 -1.74558 2.94202 1.93468 15.53675 20.41345
5.61000 0.38620 0.60420 2.74494 -1.81984 3.03119 1.98330 15.22407 20.23856
5.62000 0.39221 0.59875 2.72638 -1.89275 3.12366 2.03092 14.90186 20.05644
5.63000 0.39817 0.59331 2.70709 -1.96424 3.21898 2.07750 14.57077 19.86725
5.64000 0.40408 0.58787 2.68710 -2.03423 3.31671 2.12294 14.23146 19.67111
5.65000 0.40993 0.58240 2.66641 -2.10266 3.41639 2.16719 13.88461 19.46818
5.66000 0.41573 0.57691 2.64505 -2.16946 3.51754 2.21017 13.53091 19.25862
5.67000 0.42147 0.57137 2.62303 -2.23456 3.61970 2.25182 13.17107 19.04259
5.68000 0.42715 0.56577 2.60036 -2.29789 3.72238 2.29208 12.80580 18.82026
5.69000 0.43278 0.56011 2.57707 -2.35939 3.82511 2.33087 12.43582 18.59180
5.70000 0.43836 0.55435 2.55318 -2.41900 3.92740 2.36815 12.06186 18.35741
5.71000 0.44387 0.54849 2.52870 -2.47666 4.02878 2.40385 11.68463 18.11726
5.72000 0.44933 0.54251 2.50365 -2.53232 4.12877 2.43790 11.30488 17.87155
5.73000 0.45472 0.53640 2.47806 -2.58591 4.22689 2.47026 10.92333 17.62048
5.74000 0.46005 0.53012 2.45194 -2.63739 4.32270 2.50087 10.54069 17.36426
5.75000 0.46532 0.52367 2.42532 -2.68670 4.41573 2.52968 10.15770 17.10310
5.76000 0.47053 0.51702 2.39822 -2.73380 4.50554 2.55662 9.77505 16.83720
5.77000 0.47566 0.51015 2.37065 -2.77863 4.59170 2.58166 9.39344 16.56680
5.78000 0.48073 0.50303 2.34265 -2.82116 4.67380 2.60475 9.01357 16.29211
5.79000 0.48572 0.49564 2.31424 -2.86133 4.75145 2.62583 8.63610 16.01337
5.80000 0.49064 0.48795 2.28543 -2.89911 4.82425 2.64486 8.26169 15.73080
5.81000 0.49548 0.47994 2.25626 -2.93447 4.89185 2.66181 7.89098 15.44464
5.82000 0.50024 0.47157 2.22675 -2.96735 4.95391 2.67662 7.52460 15.15514
5.83000 0.50491 0.46280 2.19692 -2.99774 5.01012 2.68927 7.16314 14.86253
5.84000 0.50949 0.45362 2.16681 -3.02560 5.06017 2.69972 6.80717 14.56706
5.85000 0.51398 0.44396 2.13642 -3.05090 5.10380 2.70792 6.45726 14.26899
5.86000 0.51837 0.43381 2.10580 -3.07360 5.14078 2.71386 6.11392 13.96856
5.87000 0.52265 0.42311 2.07496 -3.09370 5.17087 2.71750 5.77767 13.66603
5.88000 0.52683 0.41183 2.04393 -3.11115 5.19390 2.71880 5.44896 13.36166
5.89000 0.53089 0.39991 2.01274 -3.12595 5.20971 2.71776 5.12824 13.05571
5.90000 0.53483 0.38730 1.98142 -3.13806 5.21817 2.71433 4.81594 12.74844
5.91000 0.53863 0.37396 1.94999 -3.14748 5.21918 2.70852 4.51241 12.44011
5.92000 0.54230 0.35981 1.91848 -3.15418 5.21268 2.70028 4.21803 12.13099
5.93000 0.54583 0.34482 1.88692 -3.15815 5.19863 2.68962 3.93310 11.82135
5.94000 0.54920 0.32890 1.85533 -3.15938 5.17702 2.67652 3.65792 11.51145
5.95000 0.55240 0.31199 1.82374 -3.15785 5.14789 2.66096 3.39272 11.20157
5.96000 0.55543 0.29403 1.79218 -3.15355 5.11130 2.64294 3.13774 10.89197
5.97000 0.55828 0.27494 1.76068 -3.14648 5.06733 2.62246 2.89314 10.58294
5.98000 0.56093 0.25463 1.72926 -3.13661 5.01611 2.59952 2.65909 10.27473
5.99000 0.56337 0.23303 1.69795 -3.12395 4.95781 2.57412 2.43569 9.96762
6.00000 0.56558 0.21004 1.66679 -3.10848 4.89260 2.54626 2.22304 9.66190
6.01000 0.56756 0.18558 1.63579 -3.09019 4.82071 2.51596 2.02116 9.35783
6.02000 0.56929 0.15955 1.60499 -3.06907 4.74238 2.48323 1.83009 9.05570
6.03000 0.57075 0.13186 1.57442 -3.04511 4.65789 2.44808 1.64980 8.75577
6.04000 0.57192 0.10239 1.54410 -3.01830 4.56756 2.41055 1.48023 8.45834
6.05000 0.57279 0.07106 1.51406 -2.98862 4.47172 2.37064 1.32131 8.16368
6.06000 0.57333 0.03774 1.48434 -2.95607 4.37074 2.32841 1.17292 7.87207
6.07000 0.57354 0.00233 1.45495 -2.92062 4.26500 2.28388 1.03491 7.58379
6.08000 0.57337 -0.03528 1.42594 -2.88225 4.15494 2.23709 0.90711 7.29914
6.09000 0.57282 -0.07520 1.39732 -2.84094 4.04098 2.18810 0.78931 7.01839
6.10000 0.57186 -0.11754 1.36913 -2.79666 3.92360 2.13696 0.68128 6.74184
6.11000 0.57046 -0.16240 1.34139 -2.74939 3.80330 2.08373 0.58275 6.46978
6.12000 0.56860 -0.20987 1.31415 -2.69909 3.68057 2.02849 0.49345 6.20251
6.13000 0.56626 -0.26006 1.28742 -2.64572 3.55596 1.97130 0.41306 5.94032
6.14000 0.56339 -0.31303 1.26125 -2.58924 3.43002 1.91226 0.34125 5.68352
6.15000 0.55999 -0.36886 1.23565 -2.52960 3.30332 1.85145 0.27765 5.43242
6.16000 0.55601 -0.42759 1.21066 -2.46676 3.17644 1.78899 0.22190 5.18732
6.17000 0.55143 -0.48925 1.18632 -2.40064 3.04998 1.72498 0.17358 4.94855
6.18000 0.54621 -0.55383 1.16266 -2.33120 2.92457 1.65956 0.13230 4.71642
6.19000 0.54034 -0.62131 1.13971 -2.25837 2.80083 1.59285 0.09760 4.49128
6.20000 0.53378 -0.69161 1.11751 -2.18207 2.67939 1.52501 0.06904 4.27344
6.21000 0.52650 -0.76461 1.09608 -2.10225 2.56091 1.45620 0.04616 4.06327
6.22000 0.51848 -0.84015 1.07547 -2.01882 2.44603 1.38659 0.02848 3.86110
6.23000 0.50969 -0.91801 1.05572 -1.93172 2.33542 1.31635 0.01552 3.66730
6.24000 0.50011 -0.99791 1.03685 -1.84089 2.22972 1.24571 0.00679 3.48222
6.25000 0.48972 -1.07949 1.01891 -1.74625 2.12960 1.17485 0.00179 3.30624
6.26000 0.47852 -1.16234 1.00194 -1.64777 2.03571 1.10400 0.00002 3.13973
6.27000 0.46647 -1.24594 0.98597 -1.54540 1.94869 1.03340 0.00098 2.98307
6.28000 0.45360 -1.32974 0.97104 -1.43911 1.86917 0.96329 0.00419 2.83665
6.29000 0.43988 -1.41308 0.95720 -1.32891 1.79777 0.89392 0.00916 2.70085
6.30000 0.42534 -1.49525 0.94448 -1.21481 1.73508 0.82555 0.01541 2.57605
6.31000 0.40998 -1.57546 0.93292 -1.09687 1.68168 0.75844 0.02250 2.46263
6.32000 0.39384 -1.65289 0.92255 -0.97518 1.63811 0.69286 0.02999 2.36096
6.33000 0.37694 -1.72666 0.91343 -0.84984 1.60487 0.62908 0.03747 2.27142
6.34000 0.35932 -1.79591 0.90557 -0.72103 1.58241 0.56734 0.04459 2.19434
6.35000 0.34104 -1.85976 0.89902 -0.58895 1.57115 0.50792 0.05099 2.13006
6.36000 0.32215 -1.91737 0.89380 -0.45384 1.57144 0.45105 0.05639 2.07888
6.37000 0.30271 -1.96795 0.88995 -0.31599 1.58359 0.39696 0.06056 2.04110
6.38000 0.28281 -2.01082 0.88749 -0.17573 1.60781 0.34586 0.06329 2.01697
6.39000 0.26252 -2.04540 0.88644 -0.03344 1.64427 0.29794 0.06448 2.00669
6.40000 0.24193 -2.07123 0.88683 0.11049 1.69305 0.25337 0.06404 2.01046
6.41000 0.22113 -2.08801 0.88866 0.25562 1.75415 0.21227 0.06199 2.02841
6.42000 0.20020 -2.09561 0.89194 0.40152 1.82748 0.17477 0.05838 2.06064
6.43000 0.17925 -2.09406 0.89669 0.54770 1.91289 0.14094 0.05337 2.10720
6.44000 0.15835 -2.08355 0.90289 0.69372 2.01012 0.11082 0.04715 2.16809
6.45000 0.13761 -2.06443 0.91056 0.83911 2.11885 0.08444 0.04000 2.24328
6.46000 0.11709 -2.03719 0.91967 0.98342 2.23865 0.06178 0.03226 2.33269
6.47000 0.09689 -2.00244 0.93022 1.12623 2.36904 0.04280 0.02434 2.43618
6.48000 0.07707 -1.96086 0.94219 1.26713 2.50945 0.02743 0.01671 2.55359
6.49000 0.05769 -1.91325 0.95556 1.40574 2.65925 0.01559 0.00988 2.68472
6.50000 0.03882 -1.86039 0.97030 1.54174 2.81773 0.00717 0.00441 2.82931
6.51000 0.02050 -1.80313 0.98638 1.67481 2.98415 0.00203 0.00093 2.98711
6.52000 0.00277 -1.74228 1.00378 1.80468 3.15770 0.00004 0.00007 3.15781
6.53000 -0.01434 -1.67863 1.02246 1.93112 3.33752 0.00103 0.00252 3.34108
6.54000 -0.03080 -1.61295 1.04239 2.05392 3.52274 0.00485 0.00899 3.53657
6.55000 -0.04659 -1.54594 1.06353 2.17293 3.71243 0.01132 0.02018 3.74393
6.56000 -0.06171 -1.47822 1.08584 2.28800 3.90565 0.02028 0.03684 3.96277
6.57000 -0.07616 -1.41038 1.10928 2.39901 4.10145 0.03154 0.05971 4.19270
6.58000 -0.08992 -1.34291 1.13380 2.50588 4.29886 0.04494 0.08952 4.43332
6.59000 -0.10302 -1.27625 1.15938 2.60853 4.49691 0.06030 0.12701 4.68422
6.60000 -0.11545 -1.21076 1.18596 2.70692 4.69462 0.07745 0.17291 4.94498
6.61000 -0.12724 -1.14674 1.21350 2.80099 4.89102 0.09623 0.22792 5.21518
6.62000 -0.13839 -1.08444 1.24197 2.89074 5.08516 0.11649 0.29274 5.49439
6.63000 -0.14893 -1.02404 1.27130 2.97613 5.27610 0.13806 0.36803 5.78220
6.64000 -0.15888 -0.96569 1.30147 3.05717 5.46292 0.16081 0.45443 6.07816
6.65000 -0.16825 -0.90948 1.33243 3.13384 5.64473 0.18458 0.55256 6.38187
6.66000 -0.17708 -0.85548 1.36414 3.20615 5.82064 0.20926 0.66298 6.69288
6.67000 -0.18537 -0.80372 1.39654 3.27411 5.98984 0.23471 0.78623 7.01077
6.68000 -0.19316 -0.75421 1.42960 3.33773 6.15150 0.26082 0.92280 7.33512
6.69000 -0.20046 -0.70694 1.46328 3.39701 6.30488 0.28746 1.07315 7.66549
6.70000 -0.20731 -0.66186 1.49753 3.45197 6.44925 0.31454 1.23768 8.00147
6.71000 -0.21371 -0.61893 1.53231 3.50263 6.58392 0.34196 1.41675 8.34263
6.72000 -0.21969 -0.57809 1.56757 3.54899 6.70827 0.36961 1.61067 8.68855
6.73000 -0.22528 -0.53927 1.60327 3.59108 6.82170 0.39741 1.81969 9.03880
6.74000 -0.23048 -0.50241 1.63938 3.62891 6.92369 0.42528 2.04401 9.39298
6.75000 -0.23533 -0.46742 1.67584 3.66250 7.01375 0.45313 2.28377 9.75066
6.76000 -0.23984 -0.43422 1.71261 3.69187 7.09145 0.48089 2.53908 10.11142
6.77000 -0.24402 -0.40274 1.74966 3.71703 7.15642 0.50850 2.80995 10.47486
6.78000 -0.24790 -0.37288 1.78694 3.73800 7.20833 0.53588 3.09636 10.84057
6.79000 -0.25148 -0.34457 1.82441 3.75482 7.24692 0.56298 3.39823 11.20812
6.80000 -0.25479 -0.31773 1.86202 3.76749 7.27200 0.58973 3.71540 11.57713
6.81000 -0.25784 -0.29227 1.89974 3.77605 7.28341 0.61608 4.04768 11.94717
6.82000 -0.26064 -0.26813 1.93753 3.78051 7.28108 0.64198 4.39480 12.31785
6.83000 -0.26321 -0.24522 1.97534 3.78091 7.26496 0.66738 4.75643 12.68877
6.84000 -0.26555 -0.22349 2.01313 3.77727 7.23510 0.69224 5.13219 13.05954
6.85000 -0.26768 -0.20285 2.05087 3.76963 7.19158 0.71651 5.52165 13.42974
6.86000 -0.26961 -0.18325 2.08851 3.75801 7.13455 0.74016 5.92430 13.79901
6.87000 -0.27135 -0.16462 2.12602 3.74245 7.06422 0.76314 6.33958 14.16694
6.88000 -0.27291 -0.14690 2.16335 3.72299 6.98083 0.78542 6.76690 14.53315
6.89000 -0.27429 -0.13004 2.20046 3.69967 6.88472 0.80697 7.20558 14.89726
6.90000 -0.27551 -0.11399 2.23733 3.67252 6.77623 0.82775 7.65491 15.25890
6.91000 -0.27657 -0.09869 2.27390 3.64160 6.65580 0.84774 8.11414 15.61769
6.92000 -0.27749 -0.08409 2.31015 3.60694 6.52389 0.86692 8.58245 15.97326
6.93000 -0.27826 -0.07016 2.34603 3.56861 6.38103 0.88525 9.05897 16.32525
6.94000 -0.27889 -0.05684 2.38151 3.52664 6.22776 0.90271 9.54283 16.67330
6.95000 -0.27940 -0.04410 2.41655 3.48110 6.06470 0.91929 10.03307 17.01706
6.96000 -0.27978 -0.03189 2.45112 3.43204 5.89249 0.93496 10.52873 17.35618
6.97000 -0.28004 -0.02019 2.48518 3.37952 5.71182 0.94970 11.02879 17.69031
6.98000 -0.28018 -0.00896 2.51870 3.32360 5.52341 0.96350 11.53221 18.01913
6.99000 -0.28022 0.00183 2.55164 3.26435 5.32801 0.97635 12.03794 18.34229
7.00000 -0.28015 0.01222 2.58397 3.20184 5.12639 0.98823 12.54487 18.65949
7.01000 -0.27997 0.02223 2.61567 3.13614 4.91938 0.99912 13.05189 18.97039
7.02000 -0.27970 0.03189 2.64669 3.06732 4.70779 1.00903 13.55788 19.27469
7.03000 -0.27934 0.04122 2.67700 2.99546 4.49247 1.01794 14.06169 19.57210
7.04000 -0.27888 0.05026 2.70659 2.92063 4.27430 1.02584 14.56217 19.86231
7.05000 -0.27833 0.05902 2.73541 2.84292 4.05414 1.03273 15.05817 20.14503
7.06000 -0.27770 0.06752 2.76343 2.76242 3.83288 1.03860 15.54851 20.42000
7.07000 -0.27698 0.07579 2.79065 2.67920 3.61143 1.04346 16.03205 20.68693
7.08000 -0.27619 0.08384 2.81701 2.59336 3.39065 1.04729 16.50763 20.94557
7.09000 -0.27531 0.09170 2.84250 2.50499 3.17146 1.05010 16.97410 21.19566
7.10000 -0.27435 0.09938 2.86710 2.41418 2.95473 1.05190 17.43034 21.43697
7.11000 -0.27332 0.10690 2.89078 2.32103 2.74134 1.05267 17.87524 21.66925
7.12000 -0.27221 0.11427 2.91351 2.22564 2.53215 1.05244 18.30770 21.89228
7.13000 -0.27104 0.12152 2.93529 2.12810 2.32801 1.05119 18.72665 22.10585
7.14000 -0.26978 0.12865 2.95607 2.02852 2.12975 1.04894 19.13105 22.30975
7.15000 -0.26846 0.13568 2.97585 1.92700 1.93818 1.04570 19.51990 22.50378
7.16000 -0.26707 0.14263 2.99460 1.82365 1.75406 1.04148 19.89222 22.68777
7.17000 -0.26561 0.14950 3.01232 1.71858 1.57816 1.03628 20.24709 22.86153
7.18000 -0.26408 0.15632 3.02897 1.61189 1.41119 1.03011 20.58360 23.02490
7.19000 -0.26248 0.16308 3.04455 1.50370 1.25382 1.02300 20.90091 23.17773
7.20000 -0.26082 0.16982 3.05904 1.39412 1.10672 1.01495 21.19822 23.31988
7.21000 -0.25909 0.17653 3.07243 1.28326 0.97047 1.00597 21.47478 23.45121
7.22000 -0.25729 0.18323 3.08470 1.17124 0.84564 0.99609 21.72989 23.57162
7.23000 -0.25542 0.18994 3.09585 1.05817 0.73275 0.98532 21.96291 23.68098
7.24000 -0.25349 0.19665 3.10586 0.94418 0.63226 0.97368 22.17326 23.77920
7.25000 -0.25149 0.20339 3.11473 0.82937 0.54460 0.96120 22.36041 23.86620
7.26000 -0.24942 0.21017 3.12245 0.71388 0.47013 0.94788 22.52389 23.94190
7.27000 -0.24729 0.21698 3.12901 0.59781 0.40917 0.93376 22.66331 24.00624
