# t theta omega l v E_kin E_pot E_elastic E_tot
7.28000 -0.24508 0.22386 3.13440 0.48129 0.36199 0.91885 22.77834 24.05918
7.29000 -0.24281 0.23080 3.13863 0.36445 0.32879 0.90318 22.86869 24.10066
7.30000 -0.24047 0.23782 3.14169 0.24740 0.30973 0.88678 22.93416 24.13067
7.31000 -0.23805 0.24493 3.14358 0.13026 0.30490 0.86968 22.97462 24.14920
7.32000 -0.23557 0.25214 3.14429 0.01316 0.31434 0.85189 22.99000 24.15623
7.33000 -0.23301 0.25945 3.14384 -0.10378 0.33805 0.83345 22.98028 24.15178
7.34000 -0.23038 0.26689 3.14222 -0.22044 0.37595 0.81440 22.94553 24.13588
7.35000 -0.22767 0.27446 3.13943 -0.33669 0.42791 0.79475 22.88589 24.10855
7.36000 -0.22489 0.28218 3.13549 -0.45242 0.49375 0.77455 22.80154 24.06984
7.37000 -0.22203 0.29005 3.13039 -0.56749 0.57323 0.75382 22.69276 24.01981
7.38000 -0.21909 0.29809 3.12414 -0.68180 0.66606 0.73260 22.55987 23.95852
7.39000 -0.21606 0.30631 3.11675 -0.79522 0.77189 0.71092 22.40325 23.88606
7.40000 -0.21296 0.31471 3.10824 -0.90763 0.89034 0.68882 22.22337 23.80253
7.41000 -0.20977 0.32333 3.09861 -1.01890 1.02095 0.66634 22.02073 23.70803
7.42000 -0.20649 0.33216 3.08787 -1.12893 1.16323 0.64352 21.79591 23.60266
7.43000 -0.20313 0.34122 3.07603 -1.23759 1.31664 0.62039 21.54954 23.48657
7.44000 -0.19967 0.35052 3.06312 -1.34477 1.48060 0.59700 21.28229 23.35990
7.45000 -0.19611 0.36008 3.04914 -1.45035 1.65449 0.57338 20.99491 23.22278
7.46000 -0.19247 0.36991 3.03412 -1.55421 1.83764 0.54958 20.68817 23.07539
7.47000 -0.18872 0.38003 3.01806 -1.65625 2.02936 0.52565 20.36290 22.91791
7.48000 -0.18486 0.39046 3.00100 -1.75636 2.22890 0.50161 20.01998 22.75050
7.49000 -0.18091 0.40120 2.98294 -1.85441 2.43552 0.47753 19.66032 22.57338
7.50000 -0.17684 0.41227 2.96392 -1.95031 2.64842 0.45345 19.28487 22.38674
7.51000 -0.17266 0.42370 2.94394 -2.04394 2.86679 0.42940 18.89460 22.19080
7.52000 -0.16836 0.43550 2.92305 -2.13521 3.08979 0.40545 18.49055 21.98579
7.53000 -0.16395 0.44768 2.90125 -2.22400 3.31657 0.38165 18.07373 21.77195
7.54000 -0.15941 0.46027 2.87858 -2.31023 3.54627 0.35803 17.64523 21.54953
7.55000 -0.15474 0.47328 2.85505 -2.39378 3.77801 0.33465 17.20611 21.31877
7.56000 -0.14994 0.48674 2.83071 -2.47456 4.01090 0.31157 16.75748 21.07996
7.57000 -0.14500 0.50066 2.80557 -2.55248 4.24407 0.28884 16.30044 20.83336
7.58000 -0.13993 0.51507 2.77967 -2.62744 4.47663 0.26652 15.83612 20.57926
7.59000 -0.13470 0.52999 2.75303 -2.69935 4.70769 0.24465 15.36562 20.31795
7.60000 -0.12932 0.54543 2.72569 -2.76813 4.93638 0.22329 14.89008 20.04975
7.61000 -0.12379 0.56143 2.69768 -2.83368 5.16183 0.20251 14.41061 19.77495
7.62000 -0.11809 0.57801 2.66903 -2.89593 5.38321 0.18237 13.92831 19.49389
7.63000 -0.11223 0.59519 2.63977 -2.95479 5.59968 0.16291 13.44429 19.20688
7.64000 -0.10619 0.61299 2.60995 -3.01019 5.81042 0.14422 12.95963 18.91427
7.65000 -0.09997 0.63144 2.57958 -3.06205 6.01467 0.12634 12.47539 18.61640
7.66000 -0.09356 0.65057 2.54872 -3.11029 6.21165 0.10934 11.99262 18.31362
7.67000 -0.08695 0.67040 2.51739 -3.15485 6.40064 0.09330 11.51234 18.00628
7.68000 -0.08015 0.69096 2.48563 -3.19566 6.58096 0.07827 11.03552 17.69476
7.69000 -0.07313 0.71226 2.45349 -3.23265 6.75195 0.06433 10.56313 17.37942
7.70000 -0.06590 0.73435 2.42099 -3.26577 6.91299 0.05155 10.09610 17.06064
7.71000 -0.05844 0.75723 2.38819 -3.29495 7.06351 0.04000 9.63530 16.73880
7.72000 -0.05075 0.78094 2.35511 -3.32013 7.20298 0.02975 9.18157 16.41430
7.73000 -0.04282 0.80550 2.32180 -3.34128 7.33092 0.02088 8.73573 16.08752
7.74000 -0.03464 0.83093 2.28829 -3.35833 7.44689 0.01347 8.29852 15.75887
7.75000 -0.02620 0.85726 2.25464 -3.37124 7.55051 0.00759 7.87065 15.42875
7.76000 -0.01749 0.88449 2.22088 -3.37997 7.64145 0.00333 7.45279 15.09757
7.77000 -0.00851 0.91265 2.18706 -3.38449 7.71943 0.00078 7.04554 14.76574
7.78000 0.00077 0.94175 2.15321 -3.38475 7.78422 0.00001 6.64945 14.43368
7.79000 0.01033 0.97180 2.11938 -3.38073 7.83566 0.00111 6.26503 14.10179
7.80000 0.02021 1.00280 2.08561 -3.37239 7.87362 0.00418 5.89273 13.77052
7.81000 0.03039 1.03476 2.05194 -3.35973 7.89805 0.00930 5.53293 13.44027
7.82000 0.04090 1.06767 2.01843 -3.34273 7.90894 0.01656 5.18598 13.11148
7.83000 0.05175 1.10151 1.98510 -3.32137 7.90635 0.02607 4.85215 12.78457
7.84000 0.06294 1.13626 1.95202 -3.29564 7.89039 0.03791 4.53167 12.45997
7.85000 0.07448 1.17191 1.91921 -3.26555 7.86122 0.05219 4.22470 12.13811
7.86000 0.08638 1.20840 1.88672 -3.23111 7.81906 0.06900 3.93135 11.81941
7.87000 0.09865 1.24570 1.85460 -3.19233 7.76417 0.08845 3.65169 11.50431
7.88000 0.11129 1.28373 1.82289 -3.14924 7.69687 0.11064 3.38571 11.19322
7.89000 0.12432 1.32243 1.79163 -3.10186 7.61754 0.13566 3.13337 10.88657
7.90000 0.13774 1.36170 1.76086 -3.05023 7.52659 0.16362 2.89457 10.58477
7.91000 0.15156 1.40144 1.73064 -2.99440 7.42448 0.19462 2.66915 10.28825
7.92000 0.16577 1.44153 1.70099 -2.93445 7.31172 0.22876 2.45693 9.99741
7.93000 0.18039 1.48183 1.67196 -2.87042 7.18884 0.26615 2.25766 9.71264
7.94000 0.19541 1.52218 1.64359 -2.80242 7.05643 0.30687 2.07107 9.43436
7.95000 0.21083 1.56241 1.61593 -2.73055 6.91509 0.35102 1.89682 9.16294
7.96000 0.22666 1.60231 1.58900 -2.65490 6.76547 0.39870 1.73458 8.89875
7.97000 0.24288 1.64167 1.56284 -2.57562 6.60823 0.44998 1.58395 8.64216
7.98000 0.25949 1.68026 1.53749 -2.49284 6.44407 0.50496 1.44450 8.39353
7.99000 0.27648 1.71781 1.51299 -2.40673 6.27367 0.56369 1.31582 8.15318
8.00000 0.29384 1.75407 1.48937 -2.31746 6.09777 0.62624 1.19742 7.92143
8.01000 0.31156 1.78873 1.46666 -2.22523 5.91708 0.69267 1.08884 7.69859
8.02000 0.32961 1.82151 1.44488 -2.13026 5.73234 0.76302 0.98957 7.48493
8.03000 0.34798 1.85210 1.42406 -2.03277 5.54427 0.83731 0.89913 7.28071
8.04000 0.36664 1.88018 1.40423 -1.93301 5.35360 0.91557 0.81700 7.08618
8.05000 0.38557 1.90544 1.38540 -1.83126 5.16104 0.99780 0.74268 6.90152
8.06000 0.40474 1.92756 1.36761 -1.72780 4.96728 1.08398 0.67568 6.72694
8.07000 0.42411 1.94625 1.35085 -1.62291 4.77302 1.17407 0.61549 6.56258
8.08000 0.44365 1.96123 1.33515 -1.51692 4.57890 1.26802 0.56164 6.40856
8.09000 0.46333 1.97222 1.32052 -1.41013 4.38557 1.36575 0.51366 6.26498
8.10000 0.48308 1.97900 1.30695 -1.30289 4.19363 1.46718 0.47110 6.13191
8.11000 0.50289 1.98134 1.29446 -1.19552 4.00365 1.57218 0.43354 6.00936
8.12000 0.52270 1.97909 1.28304 -1.08835 3.81616 1.68061 0.40056 5.89734
8.13000 0.54246 1.97212 1.27269 -0.98172 3.63168 1.79232 0.37180 5.79581
8.14000 0.56212 1.96034 1.26340 -0.87597 3.45067 1.90712 0.34691 5.70470
8.15000 0.58165 1.94371 1.25517 -0.77140 3.27355 2.02479 0.32555 5.62390
8.16000 0.60098 1.92225 1.24797 -0.66832 3.10072 2.14513 0.30745 5.55330
8.17000 0.62008 1.89602 1.24180 -0.56704 2.93252 2.26787 0.29233 5.49272
8.18000 0.63889 1.86511 1.23662 -0.46781 2.76926 2.39276 0.27995 5.44198
8.19000 0.65736 1.82969 1.23243 -0.37091 2.61122 2.51951 0.27012 5.40086
8.20000 0.67546 1.78993 1.22920 -0.27654 2.45864 2.64783 0.26266 5.36912
8.21000 0.69315 1.74608 1.22689 -0.18493 2.31171 2.77740 0.25740 5.34651
8.22000 0.71037 1.69837 1.22549 -0.09624 2.17061 2.90791 0.25423 5.33275
8.23000 0.72710 1.64711 1.22496 -0.01063 2.03548 3.03902 0.25303 5.32753
8.24000 0.74330 1.59258 1.22527 0.07178 1.90643 3.17040 0.25372 5.33056
8.25000 0.75895 1.53512 1.22638 0.15089 1.78355 3.30171 0.25624 5.34151
8.26000 0.77400 1.47504 1.22827 0.22664 1.66691 3.43260 0.26054 5.36005
8.27000 0.78844 1.41269 1.23090 0.29898 1.55655 3.56273 0.26658 5.38586
8.28000 0.80225 1.34837 1.23424 0.36790 1.45249 3.69177 0.27434 5.41860
8.29000 0.81540 1.28243 1.23825 0.43340 1.35474 3.81937 0.28381 5.45793
8.30000 0.82789 1.21517 1.24290 0.49550 1.26331 3.94521 0.29499 5.50352
8.31000 0.83970 1.14689 1.24815 0.55426 1.17818 4.06897 0.30789 5.55504
8.32000 0.85083 1.07787 1.25397 0.60973 1.09932 4.19033 0.32251 5.61216
8.33000 0.86126 1.00838 1.26033 0.66200 1.02670 4.30900 0.33887 5.67456
8.34000 0.87099 0.93866 1.26720 0.71115 0.96029 4.42467 0.35698 5.74194
8.35000 0.88003 0.86894 1.27455 0.75729 0.90002 4.53709 0.37688 5.81399
8.36000 0.88837 0.79942 1.28234 0.80053 0.84587 4.64598 0.39857 5.89043
8.37000 0.89602 0.73030 1.29055 0.84099 0.79777 4.75111 0.42209 5.97097
8.38000 0.90298 0.66173 1.29915 0.87880 0.75567 4.85222 0.44745 6.05534
8.39000 0.90926 0.59386 1.30811 0.91409 0.71951 4.94912 0.47467 6.14330
8.40000 0.91486 0.52682 1.31742 0.94698 0.68924 5.04159 0.50378 6.23461
8.41000 0.91980 0.46073 1.32705 0.97762 0.66478 5.12945 0.53480 6.32903
8.42000 0.92408 0.39567 1.33697 1.00615 0.64608 5.21253 0.56773 6.42635
8.43000 0.92771 0.33172 1.34716 1.03268 0.63307 5.29069 0.60261 6.52637
8.44000 0.93072 0.26897 1.35761 1.05738 0.62569 5.36377 0.63944 6.62890
8.45000 0.93310 0.20745 1.36830 1.08035 0.62387 5.43166 0.67824 6.73377
8.46000 0.93487 0.14722 1.37922 1.10174 0.62753 5.49426 0.71903 6.84081
8.47000 0.93605 0.08831 1.39033 1.12168 0.63662 5.55146 0.76181 6.94988
8.48000 0.93664 0.03075 1.40165 1.14028 0.65104 5.60320 0.80660 7.06084
8.49000 0.93666 -0.02545 1.41314 1.15766 0.67074 5.64942 0.85341 7.17357
8.50000 0.93614 -0.08026 1.42480 1.17395 0.69562 5.69007 0.90225 7.28794
8.51000 0.93506 -0.13369 1.43661 1.18925 0.72560 5.72511 0.95315 7.40386
8.52000 0.93347 -0.18573 1.44858 1.20367 0.76060 5.75453 1.00611 7.52124
8.53000 0.93135 -0.23637 1.46068 1.21732 0.80053 5.77832 1.06114 7.64000
8.54000 0.92874 -0.28563 1.47292 1.23028 0.84530 5.79649 1.11827 7.76006
8.55000 0.92565 -0.33351 1.48529 1.24266 0.89479 5.80906 1.17751 7.88136
8.56000 0.92208 -0.38002 1.49777 1.25454 0.94891 5.81605 1.23889 8.00385
8.57000 0.91805 -0.42517 1.51038 1.26599 1.00756 5.81751 1.30242 8.12749
8.58000 0.91358 -0.46896 1.52309 1.27711 1.07060 5.81350 1.36812 8.25223
8.59000 0.90868 -0.51143 1.53592 1.28796 1.13793 5.80408 1.43604 8.37805
8.60000 0.90335 -0.55256 1.54885 1.29861 1.20942 5.78932 1.50618 8.50492
8.61000 0.89763 -0.59239 1.56189 1.30911 1.28493 5.76931 1.57859 8.63283
8.62000 0.89151 -0.63092 1.57503 1.31953 1.36432 5.74413 1.65331 8.76176
8.63000 0.88501 -0.66817 1.58828 1.32992 1.44746 5.71390 1.73036 8.89172
8.64000 0.87815 -0.70415 1.60163 1.34032 1.53418 5.67872 1.80980 9.02270
8.65000 0.87094 -0.73887 1.61509 1.35078 1.62434 5.63870 1.89165 9.15469
8.66000 0.86338 -0.77236 1.62865 1.36133 1.71776 5.59398 1.97598 9.28772
8.67000 0.85549 -0.80462 1.64231 1.37199 1.81427 5.54469 2.06283 9.42179
8.68000 0.84729 -0.83566 1.65609 1.38281 1.91371 5.49095 2.15225 9.55691
8.69000 0.83878 -0.86550 1.66997 1.39380 2.01588 5.43293 2.24430 9.69310
8.70000 0.82998 -0.89416 1.68396 1.40498 2.12059 5.37076 2.33903 9.83038
8.71000 0.82090 -0.92164 1.69807 1.41635 2.22766 5.30460 2.43651 9.96877
8.72000 0.81156 -0.94796 1.71229 1.42793 2.33687 5.23461 2.53679 10.10828
8.73000 0.80195 -0.97314 1.72663 1.43973 2.44803 5.16096 2.63995 10.24893
8.74000 0.79210 -0.99718 1.74109 1.45173 2.56091 5.08380 2.74604 10.39076
8.75000 0.78201 -1.02010 1.75566 1.46393 2.67531 5.00332 2.85514 10.53377
8.76000 0.77170 -1.04191 1.77037 1.47634 2.79100 4.91967 2.96732 10.67799
8.77000 0.76117 -1.06263 1.78519 1.48892 2.90775 4.83305 3.08263 10.82343
8.78000 0.75045 -1.08228 1.80014 1.50166 3.02534 4.74362 3.20116 10.97012
8.79000 0.73953 -1.10085 1.81523 1.51455 3.14353 4.65157 3.32296 11.11806
8.80000 0.72844 -1.11838 1.83044 1.52755 3.26208 4.55708 3.44812 11.26728
8.81000 0.71717 -1.13488 1.84578 1.54065 3.38076 4.46032 3.57669 11.41777
8.82000 0.70574 -1.15036 1.86125 1.55380 3.49933 4.36147 3.70875 11.56955
8.83000 0.69416 -1.16484 1.87685 1.56698 3.61754 4.26073 3.84436 11.72263
8.84000 0.68245 -1.17834 1.89259 1.58015 3.73516 4.15827 3.98357 11.87700
8.85000 0.67060 -1.19088 1.90846 1.59326 3.85193 4.05427 4.12646 12.03265
8.86000 0.65863 -1.20247 1.92445 1.60629 3.96761 3.94891 4.27307 12.18959
8.87000 0.64655 -1.21314 1.94058 1.61917 4.08197 3.84236 4.42346 12.34780
8.88000 0.63437 -1.22290 1.95684 1.63187 4.19477 3.73482 4.57768 12.50727
8.89000 0.62210 -1.23178 1.97322 1.64435 4.30575 3.62645 4.73576 12.66797
8.90000 0.60974 -1.23979 1.98972 1.65654 4.41470 3.51742 4.89775 12.82988
8.91000 0.59731 -1.24696 2.00635 1.66840 4.52138 3.40791 5.06367 12.99297
8.92000 0.58480 -1.25332 2.02309 1.67987 4.62556 3.29809 5.23356 13.15720
8.93000 0.57224 -1.25888 2.03994 1.69091 4.72702 3.18811 5.40741 13.32255
8.94000 0.55963 -1.26367 2.05691 1.70147 4.82555 3.07815 5.58525 13.48895
8.95000 0.54697 -1.26771 2.07397 1.71148 4.92093 2.96836 5.76707 13.65636
8.96000 0.53428 -1.27104 2.09113 1.72089 5.01296 2.85890 5.95286 13.82472
8.97000 0.52155 -1.27366 2.10839 1.72965 5.10146 2.74991 6.14260 13.99397
8.98000 0.50881 -1.27561 2.12572 1.73771 5.18622 2.64156 6.33627 14.16405
8.99000 0.49604 -1.27692 2.14314 1.74502 5.26708 2.53399 6.53383 14.33489
9.00000 0.48327 -1.27761 2.16062 1.75151 5.34386 2.42733 6.73521 14.50640
9.01000 0.47049 -1.27770 2.17817 1.75714 5.41642 2.32172 6.94037 14.67851
9.02000 0.45772 -1.27722 2.19576 1.76186 5.48460 2.21730 7.14923 14.85112
9.03000 0.44495 -1.27620 2.21340 1.76562 5.54826 2.11419 7.36169 15.02415
9.04000 0.43220 -1.27466 2.23107 1.76836 5.60730 2.01253 7.57767 15.19750
9.05000 0.41946 -1.27263 2.24876 1.77004 5.66160 1.91242 7.79705 15.37107
9.06000 0.40674 -1.27013 2.26647 1.77062 5.71105 1.81400 8.01970 15.54475
9.07000 0.39406 -1.26719 2.28417 1.77006 5.75559 1.71735 8.24549 15.71843
9.08000 0.38140 -1.26384 2.30186 1.76830 5.79513 1.62261 8.47426 15.89199
9.09000 0.36878 -1.26009 2.31953 1.76531 5.82962 1.52986 8.70585 16.06533
9.10000 0.35620 -1.25598 2.33717 1.76105 5.85903 1.43921 8.94007 16.23831
9.11000 0.34366 -1.25152 2.35475 1.75548 5.88332 1.35074 9.17674 16.41080
9.12000 0.33117 -1.24674 2.37227 1.74858 5.90248 1.26456 9.41565 16.58269
9.13000 0.31873 -1.24166 2.38972 1.74030 5.91653 1.18073 9.65657 16.75383
9.14000 0.30634 -1.23631 2.40707 1.73063 5.92546 1.09935 9.89927 16.92409
9.15000 0.29400 -1.23069 2.42433 1.71953 5.92933 1.02049 10.14351 17.09333
9.16000 0.28173 -1.22485 2.44146 1.70698 5.92818 0.94421 10.38902 17.26141
9.17000 0.26951 -1.21879 2.45846 1.69295 5.92207 0.87059 10.63553 17.42819
9.18000 0.25735 -1.21253 2.47531 1.67743 5.91108 0.79970 10.88274 17.59352
9.19000 0.24526 -1.20610 2.49200 1.66041 5.89531 0.73157 11.13037 17.75726
9.20000 0.23323 -1.19951 2.50852 1.64186 5.87486 0.66628 11.37810 17.91924
9.21000 0.22127 -1.19278 2.52484 1.62178 5.84986 0.60386 11.62562 18.07934
9.22000 0.20937 -1.18592 2.54095 1.60015 5.82043 0.54437 11.87258 18.23739
9.23000 0.19755 -1.17896 2.55683 1.57697 5.78674 0.48785 12.11865 18.39324
9.24000 0.18580 -1.17190 2.57248 1.55224 5.74893 0.43432 12.36348 18.54674
9.25000 0.17411 -1.16477 2.58787 1.52596 5.70720 0.38384 12.60670 18.69774
9.26000 0.16250 -1.15757 2.60299 1.49812 5.66171 0.33641 12.84796 18.84608
9.27000 0.15096 -1.15032 2.61783 1.46874 5.61267 0.29207 13.08687 18.99162
9.28000 0.13949 -1.14303 2.63236 1.43781 5.56029 0.25084 13.32307 19.13419
9.29000 0.12810 -1.13571 2.64658 1.40534 5.50478 0.21273 13.55615 19.27366
9.30000 0.11678 -1.12838 2.66047 1.37136 5.44637 0.17776 13.78574 19.40987
9.31000 0.10553 -1.12104 2.67400 1.33587 5.38530 0.14594 14.01144 19.54268
9.32000 0.09436 -1.11371 2.68718 1.29888 5.32180 0.11727 14.23286 19.67192
9.33000 0.08326 -1.10639 2.69998 1.26043 5.25612 0.09175 14.44960 19.79747
9.34000 0.07223 -1.09910 2.71238 1.22052 5.18852 0.06938 14.66126 19.91917
9.35000 0.06128 -1.09183 2.72438 1.17918 5.11926 0.05016 14.86746 20.03689
9.36000 0.05039 -1.08461 2.73596 1.13644 5.04860 0.03407 15.06780 20.15048
9.37000 0.03958 -1.07743 2.74711 1.09232 4.97680 0.02111 15.26190 20.25981
9.38000 0.02885 -1.07030 2.75780 1.04685 4.90414 0.01126 15.44936 20.36475
9.39000 0.01818 -1.06323 2.76804 1.00007 4.83087 0.00449 15.62980 20.46516
9.40000 0.00758 -1.05622 2.77780 0.95201 4.75727 0.00078 15.80287 20.56092
9.41000 -0.00295 -1.04929 2.78707 0.90269 4.68361 0.00012 15.96818 20.65190
9.42000 -0.01340 -1.04242 2.79585 0.85217 4.61014 0.00246 16.12538 20.73799
9.43000 -0.02379 -1.03564 2.80411 0.80048 4.53713 0.00779 16.27414 20.81906
9.44000 -0.03412 -1.02893 2.81186 0.74766 4.46485 0.01605 16.41411 20.89501
9.45000 -0.04437 -1.02232 2.81906 0.69375 4.39353 0.02722 16.54496 20.96572
9.46000 -0.05456 -1.01578 2.82573 0.63880 4.32343 0.04126 16.66640 21.03109
9.47000 -0.06469 -1.00934 2.83184 0.58284 4.25479 0.05811 16.77812 21.09102
9.48000 -0.07475 -1.00300 2.83738 0.52593 4.18783 0.07773 16.87984 21.14541
9.49000 -0.08475 -0.99674 2.84235 0.46812 4.12279 0.10008 16.97130 21.19417
9.50000 -0.09469 -0.99059 2.84674 0.40945 4.05988 0.12510 17.05225 21.23723
9.51000 -0.10456 -0.98453 2.85054 0.34998 3.99929 0.15273 17.12246 21.27448
9.52000 -0.11438 -0.97857 2.85374 0.28975 3.94123 0.18292 17.18172 21.30587
9.53000 -0.12413 -0.97271 2.85633 0.22882 3.88587 0.21561 17.22982 21.33131
9.54000 -0.13383 -0.96695 2.85831 0.16724 3.83339 0.25074 17.26661 21.35074
9.55000 -0.14347 -0.96129 2.85967 0.10507 3.78393 0.28824 17.29194 21.36410
9.56000 -0.15306 -0.95573 2.86041 0.04236 3.73764 0.32804 17.30566 21.37134
9.57000 -0.16259 -0.95026 2.86052 -0.02083 3.69465 0.37009 17.30767 21.37240
9.58000 -0.17206 -0.94490 2.85999 -0.08445 3.65506 0.41430 17.29788 21.36724
9.59000 -0.18149 -0.93963 2.85883 -0.14844 3.61899 0.46060 17.27623 21.35582
9.60000 -0.19086 -0.93446 2.85702 -0.21274 3.58650 0.50892 17.24269 21.33810
9.61000 -0.20018 -0.92939 2.85457 -0.27729 3.55767 0.55918 17.19722 21.31407
9.62000 -0.20944 -0.92441 2.85148 -0.34203 3.53254 0.61131 17.13984 21.28369
9.63000 -0.21866 -0.91952 2.84773 -0.40692 3.51116 0.66522 17.07058 21.24696
9.64000 -0.22784 -0.91472 2.84334 -0.47188 3.49354 0.72083 16.98949 21.20385
9.65000 -0.23696 -0.91000 2.83830 -0.53686 3.47968 0.77805 16.89664 21.15438
9.66000 -0.24604 -0.90537 2.83260 -0.60179 3.46956 0.83681 16.79215 21.09852
9.67000 -0.25507 -0.90083 2.82626 -0.66663 3.46317 0.89702 16.67612 21.03631
9.68000 -0.26405 -0.89636 2.81927 -0.73130 3.46044 0.95859 16.54871 20.96774
9.69000 -0.27299 -0.89196 2.81163 -0.79576 3.46132 1.02142 16.41009 20.89283
9.70000 -0.28189 -0.88764 2.80336 -0.85994 3.46573 1.08544 16.26046 20.81162
9.71000 -0.29075 -0.88338 2.79444 -0.92378 3.47357 1.15054 16.10001 20.72412
9.72000 -0.29956 -0.87919 2.78488 -0.98723 3.48474 1.21664 15.92901 20.63039
9.73000 -0.30833 -0.87506 2.77469 -1.05022 3.49911 1.28365 15.74769 20.53045
9.74000 -0.31706 -0.87098 2.76388 -1.11270 3.51655 1.35146 15.55634 20.42435
9.75000 -0.32575 -0.86695 2.75244 -1.17462 3.53691 1.41999 15.35525 20.31215
9.76000 -0.33440 -0.86296 2.74039 -1.23592 3.56002 1.48913 15.14476 20.19391
9.77000 -0.34301 -0.85902 2.72773 -1.29653 3.58571 1.55880 14.92517 20.06969
9.78000 -0.35158 -0.85510 2.71446 -1.35642 3.61379 1.62890 14.69686 19.93955
9.79000 -0.36011 -0.85122 2.70060 -1.41551 3.64406 1.69933 14.46020 19.80358
9.80000 -0.36861 -0.84735 2.68615 -1.47377 3.67632 1.76999 14.21555 19.66186
9.81000 -0.37706 -0.84349 2.67113 -1.53113 3.71035 1.84078 13.96333 19.51446
9.82000 -0.38548 -0.83964 2.65553 -1.58755 3.74592 1.91161 13.70395 19.36148
9.83000 -0.39385 -0.83579 2.63938 -1.64298 3.78281 1.98238 13.43783 19.20301
9.84000 -0.40219 -0.83192 2.62268 -1.69736 3.82077 2.05299 13.16540 19.03916
9.85000 -0.41049 -0.82804 2.60544 -1.75065 3.85957 2.12334 12.88712 18.87003
9.86000 -0.41875 -0.82412 2.58767 -1.80280 3.89895 2.19333 12.60344 18.69572
9.87000 -0.42697 -0.82017 2.56938 -1.85377 3.93865 2.26288 12.31483 18.51636
9.88000 -0.43515 -0.81617 2.55060 -1.90351 3.97844 2.33187 12.02175 18.33205
9.89000 -0.44330 -0.81210 2.53132 -1.95198 4.01805 2.40021 11.72467 18.14293
9.90000 -0.45140 -0.80797 2.51156 -1.99914 4.05722 2.46781 11.42409 17.94912
9.91000 -0.45946 -0.80375 2.49134 -2.04494 4.09570 2.53457 11.12047 17.75074
9.92000 -0.46747 -0.79943 2.47067 -2.08935 4.13324 2.60040 10.81431 17.54795
9.93000 -0.47544 -0.79500 2.44956 -2.13233 4.16959 2.66519 10.50608 17.34086
9.94000 -0.48337 -0.79044 2.42803 -2.17385 4.20450 2.72885 10.19628 17.12963
9.95000 -0.49125 -0.78574 2.40609 -2.21386 4.23772 2.79130 9.88538 16.91440
9.96000 -0.49908 -0.78089 2.38375 -2.25234 4.26902 2.85243 9.57386 16.69532
9.97000 -0.50687 -0.77586 2.36104 -2.28926 4.29817 2.91217 9.26220 16.47254
9.98000 -0.51460 -0.77063 2.33797 -2.32459 4.32495 2.97040 8.95086 16.24622
9.99000 -0.52228 -0.76520 2.31456 -2.35829 4.34915 3.02706 8.64031 16.01651
