# t theta omega l v E_kin E_pot E_elastic E_tot
8.87000 -0.01565 0.15882 2.82816 0.79413 0.41621 0.00340 16.71089 17.13050
8.88000 -0.01407 0.15850 2.83568 0.70974 0.35286 0.00275 16.84865 17.20427
8.89000 -0.01248 0.15821 2.84235 0.62463 0.29619 0.00217 16.97136 17.26972
8.90000 -0.01090 0.15797 2.84817 0.53890 0.24642 0.00166 17.07872 17.32680
8.91000 -0.00932 0.15777 2.85313 0.45264 0.20375 0.00122 17.17048 17.37544
8.92000 -0.00775 0.15761 2.85722 0.36592 0.16834 0.00084 17.24641 17.41559
8.93000 -0.00617 0.15749 2.86045 0.27883 0.14035 0.00053 17.30634 17.44722
8.94000 -0.00460 0.15742 2.86280 0.19147 0.11987 0.00030 17.35012 17.47029
8.95000 -0.00302 0.15738 2.86428 0.10392 0.10701 0.00013 17.37764 17.48478
8.96000 -0.00145 0.15739 2.86488 0.01626 0.10180 0.00003 17.38885 17.49067
8.97000 0.00012 0.15745 2.86460 -0.07141 0.10426 0.00000 17.38371 17.48797
8.98000 0.00170 0.15754 2.86345 -0.15901 0.11440 0.00004 17.36223 17.47667
8.99000 0.00328 0.15768 2.86142 -0.24645 0.13216 0.00015 17.32447 17.45678
9.00000 0.00485 0.15786 2.85852 -0.33364 0.15747 0.00033 17.27052 17.42832
9.01000 0.00643 0.15809 2.85475 -0.42050 0.19024 0.00058 17.20050 17.39133
9.02000 0.00801 0.15835 2.85011 -0.50694 0.23034 0.00090 17.11460 17.34583
9.03000 0.00960 0.15866 2.84461 -0.59287 0.27760 0.00129 17.01300 17.29188
9.04000 0.01119 0.15901 2.83826 -0.67821 0.33183 0.00174 16.89596 17.22953
9.05000 0.01278 0.15941 2.83105 -0.76287 0.39282 0.00227 16.76375 17.15884
9.06000 0.01438 0.15984 2.82300 -0.84677 0.46032 0.00286 16.61670 17.07988
9.07000 0.01598 0.16033 2.81412 -0.92982 0.53406 0.00352 16.45514 16.99273
9.08000 0.01758 0.16085 2.80441 -1.01195 0.61376 0.00425 16.27947 16.89748
9.09000 0.01919 0.16142 2.79388 -1.09306 0.69908 0.00505 16.09009 16.79422
9.10000 0.02081 0.16203 2.78255 -1.17308 0.78969 0.00591 15.88746 16.68306
9.11000 0.02243 0.16268 2.77043 -1.25192 0.88522 0.00684 15.67204 16.56410
9.12000 0.02407 0.16338 2.75752 -1.32952 0.98529 0.00783 15.44434 16.43747
9.13000 0.02570 0.16412 2.74384 -1.40578 1.08951 0.00889 15.20489 16.30329
9.14000 0.02735 0.16491 2.72941 -1.48065 1.19745 0.01001 14.95424 16.16170
9.15000 0.02900 0.16573 2.71423 -1.55403 1.30868 0.01120 14.69296 16.01284
9.16000 0.03066 0.16660 2.69833 -1.62586 1.42276 0.01244 14.42165 15.85685
9.17000 0.03233 0.16752 2.68172 -1.69607 1.53923 0.01375 14.14092 15.69390
9.18000 0.03401 0.16848 2.66442 -1.76458 1.65762 0.01512 13.85140 15.52414
9.19000 0.03570 0.16948 2.64643 -1.83133 1.77747 0.01654 13.55373 15.34774
9.20000 0.03740 0.17052 2.62780 -1.89625 1.89828 0.01803 13.24859 15.16489
9.21000 0.03911 0.17161 2.60852 -1.95928 2.01957 0.01957 12.93662 14.97576
9.22000 0.04084 0.17274 2.58862 -2.02035 2.14087 0.02117 12.61851 14.78055
9.23000 0.04257 0.17391 2.56812 -2.07940 2.26168 0.02282 12.29494 14.57944
9.24000 0.04431 0.17512 2.54704 -2.13637 2.38152 0.02453 11.96659 14.37264
9.25000 0.04607 0.17637 2.52540 -2.19122 2.49991 0.02629 11.63416 14.16035
9.26000 0.04784 0.17766 2.50322 -2.24387 2.61637 0.02810 11.29832 13.94279
9.27000 0.04962 0.17899 2.48053 -2.29429 2.73044 0.02996 10.95978 13.72018
9.28000 0.05142 0.18036 2.45734 -2.34241 2.84166 0.03186 10.61920 13.49273
9.29000 0.05323 0.18176 2.43368 -2.38820 2.94959 0.03382 10.27726 13.26067
9.30000 0.05506 0.18320 2.40958 -2.43161 3.05379 0.03582 9.93463 13.02424
9.31000 0.05690 0.18468 2.38506 -2.47258 3.15384 0.03786 9.59197 12.78367
9.32000 0.05875 0.18618 2.36014 -2.51109 3.24934 0.03995 9.24991 12.53920
9.33000 0.06062 0.18772 2.33485 -2.54710 3.33991 0.04207 8.90909 12.29107
9.34000 0.06250 0.18928 2.30921 -2.58057 3.42519 0.04424 8.57011 12.03954
9.35000 0.06441 0.19087 2.28324 -2.61146 3.50483 0.04644 8.23358 11.78485
9.36000 0.06632 0.19248 2.25699 -2.63975 3.57851 0.04868 7.90007 11.52726
9.37000 0.06825 0.19412 2.23046 -2.66541 3.64593 0.05095 7.57014 11.26702
9.38000 0.07020 0.19576 2.20369 -2.68841 3.70683 0.05325 7.24431 11.00439
9.39000 0.07217 0.19742 2.17670 -2.70873 3.76095 0.05559 6.92310 10.73964
9.40000 0.07415 0.19909 2.14952 -2.72636 3.80808 0.05795 6.60700 10.47303
9.41000 0.07615 0.20076 2.12218 -2.74127 3.84803 0.06034 6.29645 10.20482
9.42000 0.07817 0.20243 2.09471 -2.75345 3.88063 0.06275 5.99190 9.93528
9.43000 0.08020 0.20409 2.06712 -2.76289 3.90576 0.06518 5.69374 9.66468
9.44000 0.08225 0.20573 2.03946 -2.76958 3.92330 0.06764 5.40235 9.39329
9.45000 0.08432 0.20736 2.01174 -2.77351 3.93319 0.07011 5.11808 9.12138
9.46000 0.08640 0.20895 1.98400 -2.77469 3.93539 0.07259 4.84124 8.84922
9.47000 0.08849 0.21051 1.95625 -2.77311 3.92987 0.07509 4.57211 8.57708
9.48000 0.09061 0.21202 1.92854 -2.76878 3.91666 0.07761 4.31096 8.30522
9.49000 0.09273 0.21348 1.90089 -2.76169 3.89581 0.08012 4.05799 8.03393
9.50000 0.09488 0.21486 1.87332 -2.75187 3.86740 0.08265 3.81342 7.76347
9.51000 0.09703 0.21617 1.84586 -2.73932 3.83153 0.08518 3.57739 7.49410
9.52000 0.09920 0.21739 1.81854 -2.72404 3.78836 0.08770 3.35004 7.22610
9.53000 0.10138 0.21851 1.79139 -2.70607 3.73803 0.09023 3.13147 6.95973
9.54000 0.10357 0.21951 1.76443 -2.68543 3.68076 0.09275 2.92175 6.69526
9.55000 0.10577 0.22037 1.73769 -2.66212 3.61676 0.09526 2.72092 6.43294
9.56000 0.10798 0.22109 1.71119 -2.63618 3.54629 0.09776 2.52899 6.17304
9.57000 0.11019 0.22163 1.68497 -2.60764 3.46962 0.10025 2.34594 5.91581
9.58000 0.11241 0.22200 1.65905 -2.57652 3.38705 0.10272 2.17174 5.66150
9.59000 0.11463 0.22215 1.63345 -2.54286 3.29891 0.10516 2.00630 5.41038
9.60000 0.11685 0.22208 1.60820 -2.50670 3.20555 0.10758 1.84954 5.16268
9.61000 0.11907 0.22177 1.58333 -2.46807 3.10732 0.10998 1.70134 4.91864
9.62000 0.12128 0.22118 1.55885 -2.42701 3.00463 0.11234 1.56156 4.67852
9.63000 0.12349 0.22031 1.53479 -2.38357 2.89786 0.11466 1.43002 4.44254
9.64000 0.12569 0.21912 1.51118 -2.33779 2.78745 0.11695 1.30655 4.21094
9.65000 0.12787 0.21758 1.48805 -2.28972 2.67382 0.11919 1.19094 3.98394
9.66000 0.13004 0.21569 1.46540 -2.23941 2.55742 0.12138 1.08297 3.76177
9.67000 0.13219 0.21340 1.44326 -2.18691 2.43871 0.12352 0.98242 3.54464
9.68000 0.13431 0.21069 1.42167 -2.13227 2.31816 0.12560 0.88901 3.33277
9.69000 0.13640 0.20755 1.40063 -2.07556 2.19624 0.12762 0.80250 3.12636
9.70000 0.13846 0.20394 1.38016 -2.01684 2.07343 0.12957 0.72262 2.92561
9.71000 0.14048 0.19984 1.36030 -1.95615 1.95021 0.13145 0.64906 2.73072
9.72000 0.14245 0.19523 1.34105 -1.89356 1.82706 0.13325 0.58156 2.54188
9.73000 0.14438 0.19009 1.32243 -1.82914 1.70448 0.13498 0.51981 2.35926
9.74000 0.14625 0.18440 1.30447 -1.76296 1.58294 0.13662 0.46350 2.18306
9.75000 0.14806 0.17814 1.28718 -1.69507 1.46291 0.13816 0.41235 2.01343
9.76000 0.14981 0.17129 1.27057 -1.62554 1.34488 0.13961 0.36605 1.85054
9.77000 0.15149 0.16385 1.25467 -1.55446 1.22930 0.14096 0.32429 1.69455
9.78000 0.15309 0.15581 1.23949 -1.48187 1.11662 0.14220 0.28677 1.54560
9.79000 0.15460 0.14716 1.22504 -1.40787 1.00730 0.14334 0.25321 1.40385
9.80000 0.15603 0.13791 1.21134 -1.33252 0.90175 0.14435 0.22331 1.26942
9.81000 0.15736 0.12807 1.19839 -1.25588 0.80040 0.14525 0.19680 1.14245
9.82000 0.15859 0.11763 1.18622 -1.17805 0.70364 0.14603 0.17339 1.02306
9.83000 0.15971 0.10663 1.17484 -1.09909 0.61184 0.14667 0.15284 0.91135
9.84000 0.16072 0.09507 1.16424 -1.01907 0.52538 0.14719 0.13488 0.80745
9.85000 0.16161 0.08300 1.15446 -0.93808 0.44459 0.14757 0.11928 0.71144
9.86000 0.16238 0.07043 1.14548 -0.85619 0.36978 0.14782 0.10583 0.62343
9.87000 0.16302 0.05743 1.13734 -0.77347 0.30126 0.14792 0.09431 0.54349
9.88000 0.16352 0.04402 1.13002 -0.69001 0.23929 0.14788 0.08452 0.47170
9.89000 0.16390 0.03025 1.12354 -0.60587 0.18412 0.14770 0.07631 0.40813
9.90000 0.16413 0.01619 1.11790 -0.52115 0.13596 0.14738 0.06951 0.35285
9.91000 0.16422 0.00190 1.11312 -0.43591 0.09501 0.14691 0.06398 0.30590
9.92000 0.16417 -0.01257 1.10919 -0.35024 0.06143 0.14630 0.05961 0.26733
9.93000 0.16397 -0.02715 1.10611 -0.26421 0.03535 0.14554 0.05630 0.23719
9.94000 0.16362 -0.04176 1.10390 -0.17790 0.01689 0.14464 0.05398 0.21551
9.95000 0.16313 -0.05634 1.10256 -0.09140 0.00611 0.14360 0.05259 0.20229
9.96000 0.16250 -0.07082 1.10207 -0.00477 0.00306 0.14242 0.05210 0.19758
9.97000 0.16172 -0.08513 1.10246 0.08189 0.00776 0.14111 0.05249 0.20136
9.98000 0.16079 -0.09920 1.10371 0.16851 0.02019 0.13967 0.05378 0.21364
9.99000 0.15973 -0.11297 1.10583 0.25500 0.04032 0.13810 0.05600 0.23442
