# t theta omega l v E_kin E_pot E_elastic E_tot
0.00000 0.15000 0.10000 1.10000 0.00000 0.00605 0.12117 0.05000 0.17722
0.01000 0.15093 0.08656 1.10044 0.08707 0.00833 0.12273 0.05044 0.18149
0.02000 0.15173 0.07294 1.10174 0.17402 0.01837 0.12417 0.05176 0.19430
0.03000 0.15239 0.05920 1.10392 0.26076 0.03613 0.12550 0.05399 0.21563
0.04000 0.15291 0.04542 1.10696 0.34721 0.06154 0.12671 0.05720 0.24545
0.05000 0.15330 0.03166 1.11086 0.43330 0.09449 0.12780 0.06145 0.28374
0.06000 0.15355 0.01798 1.11562 0.51894 0.13485 0.12876 0.06684 0.33045
0.07000 0.15366 0.00445 1.12124 0.60405 0.18245 0.12960 0.07349 0.38554
0.08000 0.15364 -0.00888 1.12770 0.68855 0.23710 0.13031 0.08153 0.44895
0.09000 0.15348 -0.02194 1.13500 0.77237 0.29859 0.13089 0.09113 0.52061
0.10000 0.15320 -0.03469 1.14314 0.85543 0.36667 0.13134 0.10245 0.60046
0.11000 0.15279 -0.04708 1.15211 0.93765 0.44106 0.13167 0.11569 0.68842
0.12000 0.15226 -0.05907 1.16189 1.01895 0.52148 0.13187 0.13105 0.78440
0.13000 0.15161 -0.07061 1.17249 1.09925 0.60761 0.13194 0.14876 0.88830
0.14000 0.15085 -0.08168 1.18388 1.17849 0.69910 0.13189 0.16905 1.00004
0.15000 0.14998 -0.09225 1.19605 1.25658 0.79559 0.13171 0.19218 1.11949
0.16000 0.14901 -0.10231 1.20900 1.33346 0.89671 0.13142 0.21841 1.24654
0.17000 0.14793 -0.11183 1.22272 1.40904 1.00204 0.13101 0.24801 1.38107
0.18000 0.14677 -0.12080 1.23718 1.48325 1.11119 0.13049 0.28127 1.52295
0.19000 0.14552 -0.12923 1.25238 1.55603 1.22371 0.12985 0.31847 1.67204
0.20000 0.14419 -0.13710 1.26829 1.62730 1.33917 0.12911 0.35991 1.82819
0.21000 0.14278 -0.14442 1.28492 1.69699 1.45710 0.12827 0.40589 1.99126
0.22000 0.14130 -0.15120 1.30223 1.76503 1.57705 0.12732 0.45671 2.16109
0.23000 0.13976 -0.15744 1.32021 1.83136 1.69855 0.12628 0.51268 2.33750
0.24000 0.13815 -0.16317 1.33885 1.89591 1.82110 0.12514 0.57410 2.52034
0.25000 0.13650 -0.16839 1.35812 1.95861 1.94423 0.12392 0.64127 2.70942
0.26000 0.13479 -0.17312 1.37802 2.01941 2.06746 0.12261 0.71448 2.90456
0.27000 0.13304 -0.17738 1.39851 2.07824 2.19030 0.12123 0.79403 3.10556
0.28000 0.13124 -0.18119 1.41957 2.13504 2.31227 0.11976 0.88021 3.31224
0.29000 0.12941 -0.18457 1.44120 2.18975 2.43288 0.11823 0.97329 3.52439
0.30000 0.12755 -0.18755 1.46336 2.24232 2.55166 0.11662 1.07352 3.74180
0.31000 0.12566 -0.19014 1.48604 2.29269 2.66814 0.11495 1.18117 3.96426
0.32000 0.12375 -0.19237 1.50921 2.34082 2.78187 0.11322 1.29646 4.19155
0.33000 0.12182 -0.19426 1.53285 2.38665 2.89239 0.11143 1.41963 4.42346
0.34000 0.11987 -0.19583 1.55693 2.43014 2.99927 0.10959 1.55087 4.65974
0.35000 0.11790 -0.19711 1.58144 2.47124 3.10209 0.10770 1.69038 4.90017
0.36000 0.11593 -0.19811 1.60635 2.50990 3.20045 0.10577 1.83830 5.14452
0.37000 0.11394 -0.19886 1.63163 2.54610 3.29395 0.10379 1.99480 5.39253
0.38000 0.11195 -0.19938 1.65726 2.57978 3.38223 0.10177 2.15998 5.64398
0.39000 0.10995 -0.19968 1.68322 2.61092 3.46495 0.09971 2.33394 5.89860
0.40000 0.10796 -0.19979 1.70947 2.63949 3.54177 0.09763 2.51676 6.15616
0.41000 0.10596 -0.19971 1.73600 2.66544 3.61239 0.09551 2.70848 6.41639
0.42000 0.10396 -0.19948 1.76277 2.68876 3.67655 0.09337 2.90912 6.67903
0.43000 0.10197 -0.19910 1.78977 2.70942 3.73398 0.09120 3.11866 6.94383
0.44000 0.09998 -0.19859 1.81695 2.72740 3.78446 0.08901 3.33706 7.21053
0.45000 0.09800 -0.19796 1.84431 2.74268 3.82779 0.08681 3.56426 7.47886
0.46000 0.09602 -0.19722 1.87180 2.75524 3.86381 0.08459 3.80016 7.74856
0.47000 0.09405 -0.19640 1.89940 2.76507 3.89238 0.08235 4.04462 8.01935
0.48000 0.09209 -0.19549 1.92709 2.77215 3.91338 0.08011 4.29748 8.29097
0.49000 0.09014 -0.19452 1.95484 2.77649 3.92674 0.07786 4.55855 8.56316
0.50000 0.08820 -0.19348 1.98261 2.77807 3.93240 0.07561 4.82762 8.83563
0.51000 0.08627 -0.19239 2.01039 2.77689 3.93036 0.07335 5.10442 9.10812
0.52000 0.08436 -0.19126 2.03814 2.77295 3.92061 0.07110 5.38866 9.38037
0.53000 0.08245 -0.19010 2.06584 2.76626 3.90320 0.06884 5.68005 9.65209
0.54000 0.08055 -0.18890 2.09346 2.75681 3.87820 0.06660 5.97822 9.92302
0.55000 0.07867 -0.18769 2.12096 2.74463 3.84572 0.06435 6.28281 10.19288
0.56000 0.07680 -0.18646 2.14834 2.72971 3.80589 0.06212 6.59341 10.46142
0.57000 0.07494 -0.18522 2.17555 2.71208 3.75887 0.05990 6.90959 10.72836
0.58000 0.07310 -0.18398 2.20257 2.69175 3.70486 0.05770 7.23089 10.99344
0.59000 0.07126 -0.18273 2.22938 2.66874 3.64406 0.05551 7.55682 11.25640
0.60000 0.06944 -0.18150 2.25594 2.64307 3.57674 0.05334 7.88689 11.51696
0.61000 0.06763 -0.18026 2.28223 2.61477 3.50315 0.05119 8.22055 11.77488
0.62000 0.06584 -0.17905 2.30822 2.58387 3.42359 0.04906 8.55725 12.02990
0.63000 0.06405 -0.17784 2.33390 2.55039 3.33839 0.04695 8.89641 12.28175
0.64000 0.06228 -0.17665 2.35922 2.51438 3.24789 0.04487 9.23744 12.53020
0.65000 0.06052 -0.17549 2.38418 2.47585 3.15245 0.04282 9.57972 12.77499
0.66000 0.05877 -0.17434 2.40873 2.43486 3.05246 0.04079 9.92263 13.01588
0.67000 0.05703 -0.17322 2.43287 2.39145 2.94831 0.03880 10.26552 13.25263
0.68000 0.05530 -0.17213 2.45655 2.34565 2.84043 0.03685 10.60773 13.48501
0.69000 0.05359 -0.17106 2.47977 2.29751 2.72924 0.03492 10.94861 13.71277
0.70000 0.05188 -0.17003 2.50250 2.24708 2.61520 0.03304 11.28747 13.93570
0.71000 0.05019 -0.16902 2.52470 2.19441 2.49876 0.03119 11.62362 14.15358
0.72000 0.04850 -0.16805 2.54638 2.13955 2.38040 0.02938 11.95640 14.36617
0.73000 0.04683 -0.16711 2.56749 2.08256 2.26057 0.02761 12.28511 14.57329
0.74000 0.04516 -0.16621 2.58802 2.02349 2.13977 0.02589 12.60905 14.77470
0.75000 0.04350 -0.16534 2.60795 1.96241 2.01848 0.02421 12.92755 14.97023
0.76000 0.04185 -0.16450 2.62726 1.89936 1.89718 0.02257 13.23991 15.15966
0.77000 0.04021 -0.16370 2.64593 1.83442 1.77636 0.02098 13.54547 15.34282
0.78000 0.03858 -0.16294 2.66394 1.76766 1.65651 0.01945 13.84356 15.51952
0.79000 0.03695 -0.16222 2.68128 1.69913 1.53811 0.01796 14.13351 15.68958
0.80000 0.03534 -0.16153 2.69792 1.62890 1.42162 0.01652 14.41469 15.85283
0.81000 0.03372 -0.16089 2.71385 1.55705 1.30752 0.01514 14.68645 16.00912
0.82000 0.03212 -0.16028 2.72906 1.48365 1.19627 0.01381 14.94820 16.15827
0.83000 0.03052 -0.15971 2.74352 1.40876 1.08831 0.01253 15.19932 16.30016
0.84000 0.02892 -0.15918 2.75723 1.33248 0.98406 0.01131 15.43925 16.43463
0.85000 0.02733 -0.15869 2.77017 1.25486 0.88396 0.01015 15.66743 16.56155
0.86000 0.02575 -0.15824 2.78232 1.17599 0.78840 0.00905 15.88334 16.68079
0.87000 0.02417 -0.15783 2.79368 1.09595 0.69776 0.00800 16.08647 16.79224
0.88000 0.02259 -0.15746 2.80424 1.01482 0.61241 0.00702 16.27635 16.89578
0.89000 0.02102 -0.15713 2.81397 0.93267 0.53269 0.00610 16.45252 16.99131
0.90000 0.01945 -0.15684 2.82289 0.84960 0.45892 0.00524 16.61458 17.07874
0.91000 0.01788 -0.15660 2.83096 0.76567 0.39139 0.00444 16.76214 17.15798
0.92000 0.01632 -0.15639 2.83820 0.68099 0.33038 0.00371 16.89485 17.22894
0.93000 0.01475 -0.15622 2.84458 0.59562 0.27613 0.00304 17.01240 17.29156
0.94000 0.01319 -0.15610 2.85011 0.50967 0.22885 0.00243 17.11450 17.34578
0.95000 0.01163 -0.15602 2.85477 0.42320 0.18874 0.00189 17.20091 17.39154
0.96000 0.01007 -0.15597 2.85857 0.33632 0.15595 0.00142 17.27143 17.42880
0.97000 0.00851 -0.15597 2.86150 0.24910 0.13062 0.00102 17.32588 17.45752
0.98000 0.00695 -0.15601 2.86355 0.16163 0.11286 0.00068 17.36413 17.47767
0.99000 0.00539 -0.15610 2.86473 0.07401 0.10272 0.00041 17.38610 17.48923
1.00000 0.00383 -0.15622 2.86503 -0.01369 0.10026 0.00021 17.39172 17.49218
1.01000 0.00227 -0.15639 2.86446 -0.10137 0.10548 0.00007 17.38099 17.48654
1.02000 0.00070 -0.15660 2.86300 -0.18895 0.11836 0.00001 17.35393 17.47230
1.03000 -0.00086 -0.15685 2.86068 -0.27634 0.13885 0.00001 17.31062 17.44947
1.04000 -0.00243 -0.15715 2.85748 -0.36345 0.16687 0.00008 17.25114 17.41809
1.05000 -0.00401 -0.15748 2.85341 -0.45020 0.20230 0.00022 17.17565 17.37818
1.06000 -0.00558 -0.15786 2.84848 -0.53649 0.24501 0.00044 17.08433 17.32978
1.07000 -0.00716 -0.15829 2.84268 -0.62225 0.29483 0.00072 16.97739 17.27293
1.08000 -0.00875 -0.15876 2.83603 -0.70738 0.35155 0.00107 16.85510 17.20771
1.09000 -0.01034 -0.15927 2.82854 -0.79180 0.41495 0.00148 16.71774 17.13417
1.10000 -0.01194 -0.15982 2.82020 -0.87543 0.48477 0.00197 16.56564 17.05239
1.11000 -0.01354 -0.16042 2.81103 -0.95819 0.56074 0.00253 16.39917 16.96244
1.12000 -0.01514 -0.16106 2.80104 -1.03998 0.64255 0.00315 16.21872 16.86442
1.13000 -0.01676 -0.16175 2.79024 -1.12074 0.72988 0.00384 16.02471 16.75843
1.14000 -0.01838 -0.16248 2.77863 -1.20037 0.82237 0.00460 15.81760 16.64457
1.15000 -0.02001 -0.16326 2.76623 -1.27880 0.91965 0.00543 15.59787 16.52295
1.16000 -0.02164 -0.16408 2.75306 -1.35596 1.02134 0.00633 15.36604 16.39371
1.17000 -0.02329 -0.16495 2.73912 -1.43175 1.12703 0.00729 15.12264 16.25696
1.18000 -0.02494 -0.16587 2.72443 -1.50612 1.23630 0.00831 14.86823 16.11284
1.19000 -0.02661 -0.16682 2.70900 -1.57898 1.34870 0.00941 14.60340 15.96151
1.20000 -0.02828 -0.16783 2.69285 -1.65026 1.46380 0.01056 14.32874 15.80310
1.21000 -0.02996 -0.16888 2.67600 -1.71988 1.58112 0.01178 14.04488 15.63778
1.22000 -0.03166 -0.16997 2.65846 -1.78779 1.70020 0.01307 13.75245 15.46572
1.23000 -0.03336 -0.17111 2.64025 -1.85392 1.82056 0.01441 13.45210 15.28708
1.24000 -0.03508 -0.17230 2.62139 -1.91819 1.94172 0.01582 13.14450 15.10204
1.25000 -0.03681 -0.17353 2.60189 -1.98054 2.06320 0.01729 12.83030 14.91079
1.26000 -0.03855 -0.17481 2.58178 -2.04091 2.18450 0.01882 12.51020 14.71352
1.27000 -0.04031 -0.17613 2.56108 -2.09924 2.30515 0.02041 12.18488 14.51043
1.28000 -0.04207 -0.17750 2.53981 -2.15548 2.42466 0.02205 11.85501 14.30172
1.29000 -0.04386 -0.17891 2.51798 -2.20956 2.54254 0.02375 11.52130 14.08760
1.30000 -0.04565 -0.18036 2.49562 -2.26143 2.65834 0.02551 11.18443 13.86828
1.31000 -0.04746 -0.18186 2.47276 -2.31105 2.77158 0.02732 10.84508 13.64398
1.32000 -0.04929 -0.18339 2.44941 -2.35835 2.88181 0.02918 10.50393 13.41492
1.33000 -0.05113 -0.18497 2.42560 -2.40330 2.98859 0.03110 10.16166 13.18134
1.34000 -0.05299 -0.18659 2.40135 -2.44586 3.09149 0.03307 9.81892 12.94347
1.35000 -0.05486 -0.18825 2.37669 -2.48596 3.19009 0.03508 9.47637 12.70155
1.36000 -0.05675 -0.18994 2.35164 -2.52359 3.28401 0.03714 9.13465 12.45581
1.37000 -0.05866 -0.19167 2.32623 -2.55870 3.37287 0.03925 8.79438 12.20650
1.38000 -0.06059 -0.19343 2.30047 -2.59125 3.45630 0.04141 8.45617 11.95388
1.39000 -0.06253 -0.19522 2.27441 -2.62122 3.53397 0.04361 8.12060 11.69818
1.40000 -0.06449 -0.19703 2.24806 -2.64858 3.60558 0.04585 7.78825 11.43968
1.41000 -0.06647 -0.19888 2.22145 -2.67329 3.67083 0.04813 7.45967 11.17862
1.42000 -0.06847 -0.20074 2.19460 -2.69533 3.72945 0.05045 7.13537 10.91526
1.43000 -0.07049 -0.20262 2.16755 -2.71469 3.78122 0.05280 6.81586 10.64988
1.44000 -0.07252 -0.20451 2.14032 -2.73135 3.82593 0.05519 6.50161 10.38273
1.45000 -0.07458 -0.20641 2.11293 -2.74528 3.86338 0.05761 6.19308 10.11408
1.46000 -0.07665 -0.20832 2.08542 -2.75647 3.89344 0.06007 5.89069 9.84420
1.47000 -0.07874 -0.21022 2.05781 -2.76492 3.91597 0.06255 5.59482 9.57335
1.48000 -0.08085 -0.21212 2.03013 -2.77062 3.93089 0.06506 5.30585 9.30181
1.49000 -0.08299 -0.21399 2.00241 -2.77356 3.93813 0.06760 5.02411 9.02984
1.50000 -0.08513 -0.21585 1.97467 -2.77375 3.93767 0.07016 4.74990 8.75773
1.51000 -0.08730 -0.21767 1.94694 -2.77117 3.92949 0.07274 4.48350 8.48572
1.52000 -0.08949 -0.21945 1.91925 -2.76584 3.91363 0.07534 4.22515 8.21411
1.53000 -0.09169 -0.22118 1.89163 -2.75776 3.89014 0.07795 3.97506 7.94316
1.54000 -0.09391 -0.22285 1.86411 -2.74694 3.85913 0.08058 3.73342 7.67313
1.55000 -0.09615 -0.22444 1.83670 -2.73340 3.82070 0.08322 3.50038 7.40430
1.56000 -0.09840 -0.22595 1.80945 -2.71714 3.77501 0.08587 3.27605 7.13693
1.57000 -0.10067 -0.22736 1.78237 -2.69820 3.72224 0.08852 3.06052 6.87128
1.58000 -0.10295 -0.22865 1.75549 -2.67658 3.66259 0.09118 2.85386 6.60763
1.59000 -0.10524 -0.22981 1.72885 -2.65231 3.59629 0.09383 2.65610 6.34622
1.60000 -0.10754 -0.23083 1.70246 -2.62541 3.52361 0.09648 2.46723 6.08733
1.61000 -0.10986 -0.23167 1.67635 -2.59593 3.44483 0.09913 2.28724 5.83120
1.62000 -0.11218 -0.23234 1.65055 -2.56388 3.36027 0.10177 2.11606 5.57809
1.63000 -0.11450 -0.23280 1.62508 -2.52930 3.27024 0.10439 1.95362 5.32825
1.64000 -0.11683 -0.23303 1.59997 -2.49223 3.17511 0.10700 1.79982 5.08193
1.65000 -0.11916 -0.23301 1.57524 -2.45271 3.07525 0.10958 1.65452 4.83936
1.66000 -0.12149 -0.23273 1.55092 -2.41077 2.97105 0.11214 1.51758 4.60078
1.67000 -0.12381 -0.23214 1.52704 -2.36647 2.86293 0.11468 1.38883 4.36644
1.68000 -0.12613 -0.23124 1.50360 -2.31985 2.75130 0.11718 1.26807 4.13656
1.69000 -0.12844 -0.22999 1.48065 -2.27096 2.63661 0.11964 1.15510 3.91136
1.70000 -0.13073 -0.22837 1.45819 -2.21985 2.51931 0.12206 1.04969 3.69107
1.71000 -0.13300 -0.22635 1.43626 -2.16657 2.39986 0.12444 0.95160 3.47590
1.72000 -0.13526 -0.22390 1.41487 -2.11118 2.27872 0.12677 0.86057 3.26606
1.73000 -0.13748 -0.22101 1.39404 -2.05374 2.15638 0.12904 0.77634 3.06175
1.74000 -0.13967 -0.21763 1.37380 -1.99430 2.03331 0.13125 0.69862 2.86318
1.75000 -0.14183 -0.21375 1.35416 -1.93293 1.90999 0.13339 0.62715 2.67053
1.76000 -0.14395 -0.20935 1.33515 -1.86968 1.78692 0.13546 0.56161 2.48400
1.77000 -0.14602 -0.20439 1.31677 -1.80464 1.66457 0.13746 0.50172 2.30376
1.78000 -0.14803 -0.19887 1.29906 -1.73785 1.54343 0.13938 0.44718 2.12999
1.79000 -0.14999 -0.19275 1.28202 -1.66939 1.42396 0.14121 0.39768 1.96285
1.80000 -0.15189 -0.18603 1.26568 -1.59933 1.30664 0.14294 0.35292 1.80250
1.81000 -0.15371 -0.17870 1.25004 -1.52773 1.19193 0.14458 0.31260 1.64911
1.82000 -0.15546 -0.17073 1.23513 -1.45467 1.08027 0.14612 0.27642 1.50281
1.83000 -0.15712 -0.16214 1.22095 -1.38023 0.97211 0.14755 0.24410 1.36375
1.84000 -0.15870 -0.15292 1.20753 -1.30446 0.86786 0.14886 0.21534 1.23205
1.85000 -0.16018 -0.14308 1.19487 -1.22746 0.76794 0.15005 0.18986 1.10785
1.86000 -0.16156 -0.13262 1.18298 -1.14928 0.67273 0.15112 0.16741 0.99127
1.87000 -0.16283 -0.12156 1.17188 -1.07002 0.58261 0.15207 0.14772 0.88240
1.88000 -0.16399 -0.10992 1.16158 -0.98973 0.49794 0.15288 0.13055 0.78136
1.89000 -0.16503 -0.09774 1.15209 -0.90851 0.41904 0.15355 0.11566 0.68825
1.90000 -0.16594 -0.08504 1.14342 -0.82642 0.34622 0.15408 0.10284 0.60314
1.91000 -0.16673 -0.07187 1.13557 -0.74355 0.27976 0.15447 0.09189 0.52613
1.92000 -0.16738 -0.05827 1.12855 -0.65997 0.21994 0.15472 0.08262 0.45728
1.93000 -0.16789 -0.04429 1.12237 -0.57575 0.16698 0.15481 0.07487 0.39666
1.94000 -0.16826 -0.02998 1.11703 -0.49098 0.12109 0.15476 0.06849 0.34433
1.95000 -0.16849 -0.01542 1.11255 -0.40573 0.08246 0.15455 0.06334 0.30035
1.96000 -0.16857 -0.00066 1.10892 -0.32009 0.05123 0.15419 0.05932 0.26474
1.97000 -0.16850 0.01423 1.10615 -0.23413 0.02753 0.15369 0.05634 0.23756
1.98000 -0.16828 0.02919 1.10424 -0.14792 0.01146 0.15303 0.05433 0.21882
1.99000 -0.16792 0.04413 1.10319 -0.06155 0.00308 0.15222 0.05324 0.20854
2.00000 -0.16740 0.05898 1.10301 0.02490 0.00243 0.15126 0.05305 0.20674
2.01000 -0.16674 0.07369 1.10369 0.11135 0.00951 0.15016 0.05376 0.21342
2.02000 -0.16593 0.08817 1.10524 0.19773 0.02430 0.14892 0.05537 0.22859
2.03000 -0.16498 0.10235 1.10764 0.28396 0.04674 0.14754 0.05794 0.25221
2.04000 -0.16388 0.11619 1.11091 0.36995 0.07676 0.14602 0.06151 0.28429
2.05000 -0.16265 0.12960 1.11504 0.45562 0.11424 0.14438 0.06617 0.32479
2.06000 -0.16129 0.14254 1.12003 0.54089 0.15903 0.14261 0.07203 0.37367
2.07000 -0.15980 0.15496 1.12586 0.62569 0.21097 0.14073 0.07920 0.43090
2.08000 -0.15820 0.16682 1.13254 0.70994 0.26985 0.13873 0.08783 0.49641
2.09000 -0.15647 0.17806 1.14006 0.79354 0.33546 0.13663 0.09808 0.57016
2.10000 -0.15464 0.18867 1.14841 0.87642 0.40753 0.13443 0.11012 0.65208
2.11000 -0.15270 0.19861 1.15758 0.95851 0.48580 0.13214 0.12416 0.74209
2.12000 -0.15067 0.20786 1.16757 1.03971 0.56995 0.12976 0.14040 0.84011
2.13000 -0.14854 0.21642 1.17837 1.11995 0.65967 0.12730 0.15908 0.94605
2.14000 -0.14634 0.22428 1.18997 1.19915 0.75460 0.12477 0.18044 1.05981
2.15000 -0.14406 0.23143 1.20235 1.27723 0.85438 0.12218 0.20473 1.18129
2.16000 -0.14171 0.23787 1.21551 1.35411 0.95861 0.11954 0.23222 1.31037
2.17000 -0.13931 0.24363 1.22943 1.42971 1.06690 0.11684 0.26319 1.44693
2.18000 -0.13684 0.24870 1.24410 1.50396 1.17882 0.11409 0.29792 1.59083
2.19000 -0.13433 0.25312 1.25950 1.57677 1.29393 0.11132 0.33671 1.74196
2.20000 -0.13178 0.25690 1.27563 1.64808 1.41178 0.10851 0.37986 1.90015
2.21000 -0.12920 0.26006 1.29246 1.71781 1.53192 0.10567 0.42767 2.06526
2.22000 -0.12658 0.26264 1.30998 1.78588 1.65387 0.10282 0.48044 2.23713
2.23000 -0.12395 0.26466 1.32817 1.85222 1.77715 0.09996 0.53848 2.41559
2.24000 -0.12129 0.26615 1.34702 1.91678 1.90128 0.09708 0.60211 2.60047
2.25000 -0.11863 0.26715 1.36650 1.97947 2.02577 0.09421 0.67162 2.79160
2.26000 -0.11595 0.26768 1.38660 2.04023 2.15014 0.09134 0.74730 2.98878
2.27000 -0.11327 0.26777 1.40730 2.09899 2.27389 0.08847 0.82946 3.19183
2.28000 -0.11060 0.26747 1.42857 2.15571 2.39653 0.08562 0.91838 3.40054
2.29000 -0.10793 0.26680 1.45041 2.21030 2.51759 0.08279 1.01433 3.61471
2.30000 -0.10526 0.26579 1.47277 2.26273 2.63659 0.07997 1.11757 3.83413
2.31000 -0.10261 0.26447 1.49565 2.31293 2.75305 0.07717 1.22836 4.05858
2.32000 -0.09997 0.26287 1.51902 2.36084 2.86651 0.07441 1.34693 4.28785
2.33000 -0.09735 0.26103 1.54286 2.40642 2.97654 0.07167 1.47350 4.52170
2.34000 -0.09475 0.25896 1.56714 2.44963 3.08268 0.06896 1.60827 4.75991
2.35000 -0.09218 0.25669 1.59185 2.49040 3.18453 0.06629 1.75141 5.00224
2.36000 -0.08962 0.25425 1.61694 2.52871 3.28169 0.06366 1.90310 5.24845
2.37000 -0.08709 0.25165 1.64241 2.56450 3.37375 0.06107 2.06347 5.49829
2.38000 -0.08459 0.24893 1.66823 2.59775 3.46038 0.05851 2.23263 5.75152
2.39000 -0.08211 0.24609 1.69436 2.62841 3.54121 0.05600 2.41067 6.00789
2.40000 -0.07967 0.24316 1.72079 2.65646 3.61593 0.05354 2.59766 6.26713
2.41000 -0.07725 0.24015 1.74748 2.68186 3.68424 0.05113 2.79363 6.52900
2.42000 -0.07486 0.23709 1.77441 2.70458 3.74588 0.04876 2.99859 6.79322
2.43000 -0.07251 0.23397 1.80156 2.72461 3.80060 0.04644 3.21251 7.05955
2.44000 -0.07018 0.23083 1.82890 2.74192 3.84818 0.04417 3.43535 7.32770
2.45000 -0.06789 0.22766 1.85639 2.75649 3.88844 0.04195 3.66703 7.59742
2.46000 -0.06563 0.22448 1.88402 2.76831 3.92121 0.03979 3.90744 7.86844
2.47000 -0.06340 0.22130 1.91175 2.77736 3.94637 0.03768 4.15643 8.14048
2.48000 -0.06121 0.21812 1.93956 2.78364 3.96381 0.03563 4.41383 8.41327
2.49000 -0.05904 0.21497 1.96741 2.78713 3.97348 0.03363 4.67943 8.68653
2.50000 -0.05691 0.21183 1.99529 2.78783 3.97532 0.03168 4.95300 8.96001
2.51000 -0.05480 0.20872 2.02316 2.78574 3.96934 0.02980 5.23428 9.23342
2.52000 -0.05273 0.20565 2.05099 2.78087 3.95556 0.02797 5.52295 9.50648
2.53000 -0.05069 0.20261 2.07877 2.77321 3.93404 0.02619 5.81870 9.77893
2.54000 -0.04868 0.19962 2.10645 2.76277 3.90486 0.02448 6.12116 10.05049
2.55000 -0.04670 0.19667 2.13401 2.74957 3.86814 0.02282 6.42994 10.32090
2.56000 -0.04475 0.19378 2.16143 2.73361 3.82402 0.02122 6.74462 10.58987
2.57000 -0.04282 0.19093 2.18868 2.71491 3.77270 0.01968 7.06476 10.85714
2.58000 -0.04093 0.18814 2.21572 2.69350 3.71435 0.01820 7.38989 11.12245
2.59000 -0.03906 0.18541 2.24254 2.66938 3.64924 0.01678 7.71950 11.38552
2.60000 -0.03722 0.18273 2.26910 2.64259 3.57760 0.01542 8.05307 11.64609
2.61000 -0.03540 0.18011 2.29538 2.61315 3.49974 0.01411 8.39006 11.90391
2.62000 -0.03362 0.17755 2.32135 2.58109 3.41596 0.01287 8.72988 12.15871
2.63000 -0.03185 0.17506 2.34699 2.54644 3.32659 0.01168 9.07196 12.41023
2.64000 -0.03011 0.17262 2.37227 2.50924 3.23200 0.01055 9.41569 12.65823
2.65000 -0.02840 0.17024 2.39717 2.46953 3.13255 0.00948 9.76043 12.90246
2.66000 -0.02671 0.16793 2.42166 2.42733 3.02866 0.00847 10.10554 13.14267
2.67000 -0.02504 0.16567 2.44571 2.38271 2.92073 0.00752 10.45037 13.37863
2.68000 -0.02340 0.16348 2.46930 2.33569 2.80920 0.00663 10.79426 13.61008
2.69000 -0.02177 0.16135 2.49241 2.28633 2.69451 0.00579 11.13651 13.83681
2.70000 -0.02017 0.15927 2.51502 2.23467 2.57711 0.00502 11.47646 14.05859
2.71000 -0.01859 0.15726 2.53710 2.18078 2.45749 0.00430 11.81340 14.27518
2.72000 -0.01702 0.15530 2.55863 2.12469 2.33611 0.00364 12.14664 14.48638
2.73000 -0.01548 0.15341 2.57959 2.06648 2.21346 0.00303 12.47549 14.69198
2.74000 -0.01396 0.15156 2.59995 2.00618 2.09003 0.00248 12.79924 14.89176
2.75000 -0.01245 0.14978 2.61970 1.94388 1.96632 0.00199 13.11722 15.08552
2.76000 -0.01096 0.14805 2.63882 1.87963 1.84281 0.00155 13.42872 15.27308
2.77000 -0.00949 0.14638 2.65729 1.81348 1.72001 0.00117 13.73307 15.45424
2.78000 -0.00803 0.14476 2.67509 1.74552 1.59839 0.00085 14.02959 15.62883
2.79000 -0.00659 0.14319 2.69220 1.67580 1.47846 0.00057 14.31763 15.79666
2.80000 -0.00517 0.14167 2.70860 1.60440 1.36068 0.00035 14.59653 15.95757
2.81000 -0.00376 0.14020 2.72428 1.53139 1.24553 0.00019 14.86567 16.11139
2.82000 -0.00236 0.13879 2.73922 1.45684 1.13346 0.00008 15.12444 16.25797
2.83000 -0.00098 0.13742 2.75341 1.38083 1.02493 0.00001 15.37223 16.39717
2.84000 0.00039 0.13610 2.76683 1.30343 0.92036 0.00000 15.60848 16.52885
2.85000 0.00174 0.13483 2.77947 1.22471 0.82018 0.00004 15.83264 16.65286
2.86000 0.00308 0.13360 2.79132 1.14477 0.72478 0.00013 16.04418 16.76910
2.87000 0.00441 0.13242 2.80237 1.06367 0.63455 0.00027 16.24261 16.87743
2.88000 0.00573 0.13128 2.81259 0.98150 0.54984 0.00045 16.42746 16.97775
2.89000 0.00704 0.13019 2.82199 0.89835 0.47100 0.00069 16.59828 17.06997
2.90000 0.00833 0.12913 2.83056 0.81428 0.39833 0.00096 16.75468 17.15398
2.91000 0.00962 0.12812 2.83828 0.72940 0.33213 0.00129 16.89628 17.22970
2.92000 0.01090 0.12715 2.84514 0.64378 0.27266 0.00166 17.02274 17.29706
2.93000 0.01216 0.12622 2.85115 0.55751 0.22016 0.00207 17.13376 17.35599
2.94000 0.01342 0.12533 2.85629 0.47067 0.17484 0.00252 17.22907 17.40643
2.95000 0.01467 0.12447 2.86056 0.38336 0.13687 0.00302 17.30843 17.44832
2.96000 0.01591 0.12365 2.86396 0.29565 0.10641 0.00356 17.37166 17.48163
2.97000 0.01714 0.12287 2.86647 0.20765 0.08358 0.00413 17.41860 17.50632
2.98000 0.01837 0.12212 2.86811 0.11943 0.06847 0.00475 17.44914 17.52236
2.99000 0.01959 0.12141 2.86886 0.03108 0.06114 0.00540 17.46320 17.52975
