# t theta omega E_kin E_pot E_tot
8.82000 0.93518 -1.38846 0.04500 4.90500 4.95000
8.83000 0.92091 -1.46699 0.04500 4.90500 4.95000
8.84000 0.90585 -1.54464 0.04500 4.90500 4.95000
8.85000 0.89002 -1.62137 0.04500 4.90500 4.95000
8.86000 0.87342 -1.69709 0.04500 4.90500 4.95000
8.87000 0.85608 -1.77174 0.04500 4.90500 4.95000
8.88000 0.83799 -1.84525 0.04500 4.90500 4.95000
8.89000 0.81918 -1.91755 0.04500 4.90500 4.95000
8.90000 0.79964 -1.98856 0.04500 4.90500 4.95000
8.91000 0.77941 -2.05822 0.04500 4.90500 4.95000
8.92000 0.75849 -2.12644 0.04500 4.90500 4.95000
8.93000 0.73689 -2.19314 0.04500 4.90500 4.95000
8.94000 0.71463 -2.25825 0.04500 4.90500 4.95000
8.95000 0.69173 -2.32169 0.04500 4.90500 4.95000
8.96000 0.66820 -2.38338 0.04500 4.90500 4.95000
8.97000 0.64407 -2.44323 0.04500 4.90500 4.95000
8.98000 0.61934 -2.50116 0.04500 4.90500 4.95000
8.99000 0.59405 -2.55709 0.04500 4.90500 4.95000
9.00000 0.56821 -2.61095 0.04500 4.90500 4.95000
9.01000 0.54184 -2.66265 0.04500 4.90500 4.95000
9.02000 0.51496 -2.71211 0.04500 4.90500 4.95000
9.03000 0.48760 -2.75925 0.04500 4.90500 4.95000
9.04000 0.45978 -2.80400 0.04500 4.90500 4.95000
9.05000 0.43153 -2.84629 0.04500 4.90500 4.95000
9.06000 0.40287 -2.88604 0.04500 4.90500 4.95000
9.07000 0.37382 -2.92319 0.04500 4.90500 4.95000
9.08000 0.34441 -2.95767 0.04500 4.90500 4.95000
9.09000 0.31467 -2.98942 0.04500 4.90500 4.95000
9.10000 0.28463 -3.01837 0.04500 4.90500 4.95000
9.11000 0.25432 -3.04449 0.04500 4.90500 4.95000
9.12000 0.22375 -3.06772 0.04500 4.90500 4.95000
9.13000 0.19297 -3.08801 0.04500 4.90500 4.95000
9.14000 0.16200 -3.10533 0.04500 4.90500 4.95000
9.15000 0.13087 -3.11965 0.04500 4.90500 4.95000
9.16000 0.09962 -3.13093 0.04500 4.90500 4.95000
9.17000 0.06827 -3.13916 0.04500 4.90500 4.95000
9.18000 0.03685 -3.14431 0.04500 4.90500 4.95000
9.19000 0.00539 -3.14638 0.04500 4.90500 4.95000
9.20000 -0.02607 -3.14537 0.04500 4.90500 4.95000
9.21000 -0.05751 -3.14127 0.04500 4.90500 4.95000
9.22000 -0.08889 -3.13409 0.04500 4.90500 4.95000
9.23000 -0.12018 -3.12386 0.04500 4.90500 4.95000
9.24000 -0.15135 -3.11058 0.04500 4.90500 4.95000
9.25000 -0.18238 -3.09429 0.04500 4.90500 4.95000
9.26000 -0.21323 -3.07501 0.04500 4.90500 4.95000
9.27000 -0.24387 -3.05278 0.04500 4.90500 4.95000
9.28000 -0.27427 -3.02765 0.04500 4.90500 4.95000
9.29000 -0.30441 -2.99966 0.04500 4.90500 4.95000
9.30000 -0.33426 -2.96886 0.04500 4.90500 4.95000
9.31000 -0.36378 -2.93531 0.04500 4.90500 4.95000
9.32000 -0.39296 -2.89907 0.04500 4.90500 4.95000
9.33000 -0.42175 -2.86020 0.04500 4.90500 4.95000
9.34000 -0.45015 -2.81877 0.04500 4.90500 4.95000
9.35000 -0.47812 -2.77486 0.04500 4.90500 4.95000
9.36000 -0.50564 -2.72852 0.04500 4.90500 4.95000
9.37000 -0.53268 -2.67985 0.04500 4.90500 4.95000
9.38000 -0.55923 -2.62891 0.04500 4.90500 4.95000
9.39000 -0.58525 -2.57579 0.04500 4.90500 4.95000
9.40000 -0.61074 -2.52055 0.04500 4.90500 4.95000
9.41000 -0.63566 -2.46330 0.04500 4.90500 4.95000
9.42000 -0.66000 -2.40410 0.04500 4.90500 4.95000
9.43000 -0.68373 -2.34303 0.04500 4.90500 4.95000
9.44000 -0.70685 -2.28018 0.04500 4.90500 4.95000
9.45000 -0.72933 -2.21564 0.04500 4.90500 4.95000
9.46000 -0.75116 -2.14947 0.04500 4.90500 4.95000
9.47000 -0.77232 -2.08176 0.04500 4.90500 4.95000
9.48000 -0.79279 -2.01259 0.04500 4.90500 4.95000
9.49000 -0.81256 -1.94203 0.04500 4.90500 4.95000
9.50000 -0.83163 -1.87016 0.04500 4.90500 4.95000
9.51000 -0.84996 -1.79706 0.04500 4.90500 4.95000
9.52000 -0.86756 -1.72279 0.04500 4.90500 4.95000
9.53000 -0.88442 -1.64743 0.04500 4.90500 4.95000
9.54000 -0.90051 -1.57104 0.04500 4.90500 4.95000
9.55000 -0.91583 -1.49370 0.04500 4.90500 4.95000
9.56000 -0.93038 -1.41546 0.04500 4.90500 4.95000
9.57000 -0.94414 -1.33640 0.04500 4.90500 4.95000
9.58000 -0.95710 -1.25656 0.04500 4.90500 4.95000
9.59000 -0.96927 -1.17602 0.04500 4.90500 4.95000
9.60000 -0.98062 -1.09482 0.04500 4.90500 4.95000
9.61000 -0.99116 -1.01302 0.04500 4.90500 4.95000
9.62000 -1.00088 -0.93068 0.04500 4.90500 4.95000
9.63000 -1.00977 -0.84785 0.04500 4.90500 4.95000
9.64000 -1.01784 -0.76457 0.04500 4.90500 4.95000
9.65000 -1.02506 -0.68091 0.04500 4.90500 4.95000
9.66000 -1.03145 -0.59689 0.04500 4.90500 4.95000
9.67000 -1.03700 -0.51257 0.04500 4.90500 4.95000
9.68000 -1.04170 -0.42800 0.04500 4.90500 4.95000
9.69000 -1.04556 -0.34321 0.04500 4.90500 4.95000
9.70000 -1.04857 -0.25826 0.04500 4.90500 4.95000
9.71000 -1.05073 -0.17318 0.04500 4.90500 4.95000
9.72000 -1.05203 -0.08801 0.04500 4.90500 4.95000
9.73000 -1.05249 -0.00281 0.04500 4.90500 4.95000
9.74000 -1.05209 0.08240 0.04500 4.90500 4.95000
9.75000 -1.05084 0.16757 0.04500 4.90500 4.95000
9.76000 -1.04874 0.25266 0.04500 4.90500 4.95000
9.77000 -1.04579 0.33762 0.04500 4.90500 4.95000
9.78000 -1.04198 0.42242 0.04500 4.90500 4.95000
9.79000 -1.03734 0.50701 0.04500 4.90500 4.95000
9.80000 -1.03185 0.59134 0.04500 4.90500 4.95000
9.81000 -1.02551 0.67538 0.04500 4.90500 4.95000
9.82000 -1.01834 0.75908 0.04500 4.90500 4.95000
9.83000 -1.01033 0.84238 0.04500 4.90500 4.95000
9.84000 -1.00149 0.92524 0.04500 4.90500 4.95000
9.85000 -0.99183 1.00762 0.04500 4.90500 4.95000
9.86000 -0.98134 1.08945 0.04500 4.90500 4.95000
9.87000 -0.97004 1.17069 0.04500 4.90500 4.95000
9.88000 -0.95793 1.25128 0.04500 4.90500 4.95000
9.89000 -0.94502 1.33116 0.04500 4.90500 4.95000
9.90000 -0.93131 1.41028 0.04500 4.90500 4.95000
9.91000 -0.91682 1.48857 0.04500 4.90500 4.95000
9.92000 -0.90154 1.56598 0.04500 4.90500 4.95000
9.93000 -0.88550 1.64243 0.04500 4.90500 4.95000
9.94000 -0.86870 1.71786 0.04500 4.90500 4.95000
9.95000 -0.85115 1.79220 0.04500 4.90500 4.95000
9.96000 -0.83286 1.86538 0.04500 4.90500 4.95000
9.97000 -0.81384 1.93734 0.04500 4.90500 4.95000
9.98000 -0.79411 2.00798 0.04500 4.90500 4.95000
9.99000 -0.77369 2.07725 0.04500 4.90500 4.95000
