# t theta omega E_kin E_pot E_tot
9.19000 -0.49313 -0.73029 0.26666 1.16880 1.43546
9.20000 -0.50019 -0.68092 0.23183 1.20179 1.43362
9.21000 -0.50674 -0.63044 0.19873 1.23283 1.43156
9.22000 -0.51279 -0.57889 0.16756 1.26178 1.42934
9.23000 -0.51832 -0.52633 0.13851 1.28851 1.42702
9.24000 -0.52332 -0.47283 0.11178 1.31290 1.42468
9.25000 -0.52777 -0.41844 0.08755 1.33484 1.42238
9.26000 -0.53168 -0.36323 0.06597 1.35421 1.42018
9.27000 -0.53503 -0.30727 0.04721 1.37094 1.41814
9.28000 -0.53782 -0.25063 0.03141 1.38492 1.41633
9.29000 -0.54004 -0.19337 0.01870 1.39610 1.41480
9.30000 -0.54169 -0.13557 0.00919 1.40441 1.41360
9.31000 -0.54275 -0.07731 0.00299 1.40980 1.41279
9.32000 -0.54324 -0.01867 0.00017 1.41224 1.41241
9.33000 -0.54313 0.04029 0.00081 1.41169 1.41250
9.34000 -0.54243 0.09948 0.00495 1.40815 1.41310
9.35000 -0.54114 0.15881 0.01261 1.40162 1.41423
9.36000 -0.53925 0.21822 0.02381 1.39211 1.41592
9.37000 -0.53677 0.27761 0.03853 1.37964 1.41818
9.38000 -0.53370 0.33689 0.05675 1.36427 1.42102
9.39000 -0.53004 0.39600 0.07841 1.34604 1.42445
9.40000 -0.52578 0.45483 0.10344 1.32502 1.42845
9.41000 -0.52094 0.51331 0.13174 1.30128 1.43302
9.42000 -0.51552 0.57134 0.16322 1.27492 1.43814
9.43000 -0.50951 0.62885 0.19773 1.24605 1.44378
9.44000 -0.50294 0.68575 0.23512 1.21479 1.44991
9.45000 -0.49580 0.74194 0.27524 1.18125 1.45649
9.46000 -0.48811 0.79734 0.31788 1.14558 1.46346
9.47000 -0.47986 0.85188 0.36285 1.10794 1.47079
9.48000 -0.47107 0.90546 0.40993 1.06848 1.47840
9.49000 -0.46175 0.95800 0.45888 1.02737 1.48625
9.50000 -0.45191 1.00941 0.50946 0.98480 1.49426
9.51000 -0.44157 1.05963 0.56140 0.94095 1.50235
9.52000 -0.43073 1.10856 0.61445 0.89602 1.51047
9.53000 -0.41940 1.15613 0.66831 0.85021 1.51852
9.54000 -0.40761 1.20226 0.72271 0.80372 1.52643
9.55000 -0.39536 1.24688 0.77736 0.75677 1.53413
9.56000 -0.38268 1.28992 0.83195 0.70957 1.54152
9.57000 -0.36957 1.33131 0.88620 0.66234 1.54854
9.58000 -0.35606 1.37099 0.93980 0.61529 1.55509
9.59000 -0.34216 1.40888 0.99247 0.56865 1.56112
9.60000 -0.32788 1.44493 1.04391 0.52262 1.56653
9.61000 -0.31326 1.47908 1.09384 0.47742 1.57126
9.62000 -0.29831 1.51128 1.14199 0.43326 1.57525
9.63000 -0.28304 1.54149 1.18809 0.39034 1.57843
9.64000 -0.26749 1.56964 1.23189 0.34886 1.58075
9.65000 -0.25166 1.59571 1.27314 0.30901 1.58215
9.66000 -0.23558 1.61965 1.31163 0.27096 1.58259
9.67000 -0.21927 1.64143 1.34714 0.23489 1.58203
9.68000 -0.20276 1.66102 1.37949 0.20096 1.58045
9.69000 -0.18606 1.67840 1.40851 0.16931 1.57782
9.70000 -0.16920 1.69354 1.43404 0.14008 1.57412
9.71000 -0.15220 1.70643 1.45596 0.11340 1.56936
9.72000 -0.13508 1.71707 1.47416 0.08936 1.56352
9.73000 -0.11786 1.72544 1.48857 0.06806 1.55662
9.74000 -0.10058 1.73154 1.49911 0.04957 1.54868
9.75000 -0.08324 1.73537 1.50576 0.03397 1.53973
9.76000 -0.06588 1.73695 1.50850 0.02128 1.52978
9.77000 -0.04851 1.73629 1.50735 0.01154 1.51889
9.78000 -0.03116 1.73340 1.50234 0.00476 1.50710
9.79000 -0.01385 1.72831 1.49353 0.00094 1.49447
9.80000 0.00340 1.72104 1.48100 0.00006 1.48105
9.81000 0.02057 1.71163 1.46484 0.00207 1.46691
9.82000 0.03763 1.70010 1.44518 0.00694 1.45212
9.83000 0.05456 1.68651 1.42215 0.01460 1.43675
9.84000 0.07135 1.67088 1.39592 0.02496 1.42088
9.85000 0.08797 1.65328 1.36666 0.03794 1.40460
9.86000 0.10441 1.63374 1.33455 0.05342 1.38797
9.87000 0.12064 1.61233 1.29980 0.07130 1.37110
9.88000 0.13665 1.58909 1.26261 0.09145 1.35406
9.89000 0.15242 1.56410 1.22320 0.11373 1.33693
9.90000 0.16793 1.53741 1.18182 0.13799 1.31981
9.91000 0.18316 1.50909 1.13868 0.16409 1.30277
9.92000 0.19810 1.47921 1.09403 0.19187 1.28590
9.93000 0.21274 1.44783 1.04811 0.22116 1.26926
9.94000 0.22706 1.41503 1.00116 0.25179 1.25295
9.95000 0.24104 1.38088 0.95342 0.28360 1.23702
9.96000 0.25467 1.34546 0.90513 0.31640 1.22154
9.97000 0.26794 1.30884 0.85653 0.35004 1.20657
9.98000 0.28084 1.27109 0.80784 0.38433 1.19217
9.99000 0.29336 1.23230 0.75929 0.41911 1.17839
